,"('k1 0',)","('k1 1',)","('k1 2',)","('k1 3',)","('k1 4',)",k1 0_pred,k1 1_pred,k1 2_pred,k1 3_pred,k1 4_pred
4819,0.9686,0.0309,0.0005,0.0,0.0,0.96286714,0.033888157,0.0,0.0,0.0
4820,0.7501,0.2155,0.031,0.003,0.0002,0.7514043,0.21216299,0.0,0.0,0.0
4821,0.7501,0.2155,0.031,0.003,0.0002,0.7459428,0.21898095,0.0,0.0,0.0
4822,0.9686,0.0309,0.0005,0.0,0.0,0.96781224,0.02957267,0.0,0.0,0.0
4823,0.9686,0.0309,0.0005,0.0,0.0,0.9655465,0.03142234,0.0,0.0,0.0
4824,0.7501,0.2155,0.031,0.003,0.0002,0.750777,0.21370138,0.0,0.0,0.0
4825,0.9686,0.0309,0.0005,0.0,0.0,0.96722054,0.027088504,0.0,0.0,0.0
4826,0.9686,0.0309,0.0005,0.0,0.0,0.9668434,0.028144259,0.0,0.0,0.0
4827,0.7501,0.2155,0.031,0.003,0.0002,0.7495478,0.21597664,0.0,0.0,0.0
4828,0.9686,0.0309,0.0005,0.0,0.0,0.96915495,0.027743738,0.0,0.0,0.0
4829,0.9686,0.0309,0.0005,0.0,0.0,0.9649929,0.033823404,0.0,0.0,0.0
4830,0.9686,0.0309,0.0005,0.0,0.0,0.9612876,0.03761898,0.0,0.0,0.0
4831,0.9686,0.0309,0.0005,0.0,0.0,0.968387,0.031133518,0.0,0.0,0.0
4832,0.9686,0.0309,0.0005,0.0,0.0,0.96283543,0.033669606,0.0,0.0,0.0
4833,0.7501,0.2155,0.031,0.003,0.0002,0.7490431,0.21465173,0.0,0.0,0.0
4834,0.7501,0.2155,0.031,0.003,0.0002,0.7470527,0.21486422,0.0,0.0012079533,0.0
4835,0.7501,0.2155,0.031,0.003,0.0002,0.7503622,0.21512863,0.0,0.0,0.0
4836,0.9686,0.0309,0.0005,0.0,0.0,0.96293336,0.03356088,0.0,0.0,0.0
4837,0.7501,0.2155,0.031,0.003,0.0002,0.7469752,0.21519704,0.0,0.0021526534,0.0
4838,0.9686,0.0309,0.0005,0.0,0.0,0.9683397,0.028099805,0.0,0.0,0.0
4839,0.7501,0.2155,0.031,0.003,0.0002,0.8519262,0.12535235,0.0,0.0,0.0
4840,0.9686,0.0309,0.0005,0.0,0.0,0.9633109,0.034860857,0.0,0.0,0.0
4841,0.7501,0.2155,0.031,0.003,0.0002,0.7503903,0.21382587,0.0,0.0,0.0
4842,0.9686,0.0309,0.0005,0.0,0.0,0.96738803,0.027028773,0.0,0.0,0.0
4843,0.9686,0.0309,0.0005,0.0,0.0,0.9676186,0.030086644,0.0,0.0,0.0
4844,0.7501,0.2155,0.031,0.003,0.0002,0.74820095,0.21553564,0.0,0.0,0.0
4845,0.7501,0.2155,0.031,0.003,0.0002,0.7501156,0.21524104,0.0,0.0,0.0
4846,0.9686,0.0309,0.0005,0.0,0.0,0.95890695,0.040006477,0.0,0.0,0.0
4847,0.7501,0.2155,0.031,0.003,0.0002,0.7497024,0.21380372,0.0,0.0,0.0
4848,0.7501,0.2155,0.031,0.003,0.0002,0.74499685,0.21776779,0.0,0.005230421,0.0
4849,0.7501,0.2155,0.031,0.003,0.0002,0.7499804,0.21586773,0.0,0.0,0.0
4850,0.7501,0.2155,0.031,0.003,0.0002,0.74599695,0.2172286,0.0,0.0,0.0
4851,0.9686,0.0309,0.0005,0.0,0.0,0.96891034,0.02769005,0.0,0.0,0.0
4852,0.7501,0.2155,0.031,0.003,0.0002,0.74524105,0.21770154,0.0,0.0050611272,0.0
4853,0.9686,0.0309,0.0005,0.0,0.0,0.96783155,0.02923248,0.0,0.0,0.0
4854,0.7501,0.2155,0.031,0.003,0.0002,0.7477214,0.21554564,0.0,0.0,0.0
4855,0.7501,0.2155,0.031,0.003,0.0002,0.75008935,0.21530953,0.0,0.0,0.0
4856,0.9686,0.0309,0.0005,0.0,0.0,0.96624523,0.03431992,0.0,0.0,0.0
4857,0.7501,0.2155,0.031,0.003,0.0002,0.7501254,0.2149757,0.0,0.0,0.0
4858,0.7501,0.2155,0.031,0.003,0.0002,0.74874735,0.2144356,0.0,0.0,0.0
4859,0.7501,0.2155,0.031,0.003,0.0002,0.7498592,0.21631005,0.0,0.0,0.0
4860,0.7501,0.2155,0.031,0.003,0.0002,0.7481964,0.21531948,0.0,0.0,0.0
4861,0.7501,0.2155,0.031,0.003,0.0002,0.7479042,0.21659654,0.0,0.0,0.0
4862,0.7501,0.2155,0.031,0.003,0.0002,0.7497104,0.2117168,0.0,0.0,0.0
4863,0.7501,0.2155,0.031,0.003,0.0002,0.96363246,0.035506904,0.0,0.0,0.0
4864,0.7501,0.2155,0.031,0.003,0.0002,0.74556017,0.2161914,0.0,0.003829442,0.0
4865,0.9686,0.0309,0.0005,0.0,0.0,0.9651354,0.027598485,0.0,0.0,0.0
4866,0.9686,0.0309,0.0005,0.0,0.0,0.9652544,0.028885115,0.0,0.0,0.0
4867,0.7501,0.2155,0.031,0.003,0.0002,0.7500491,0.21335897,0.0,0.0,0.0
4868,0.7501,0.2155,0.031,0.003,0.0002,0.7482168,0.21646376,0.0,0.0,0.0
4869,0.7501,0.2155,0.031,0.003,0.0002,0.74972624,0.21610606,0.0,0.0,0.0
4870,0.9686,0.0309,0.0005,0.0,0.0,0.9678389,0.029210463,0.0,0.0,0.0
4871,0.9686,0.0309,0.0005,0.0,0.0,0.9666449,0.030465826,0.0,0.0,0.0
4872,0.7501,0.2155,0.031,0.003,0.0002,0.747316,0.21568629,0.0,0.0,0.0
4873,0.7501,0.2155,0.031,0.003,0.0002,0.7515189,0.21435241,0.0,0.0,0.0
4874,0.7501,0.2155,0.031,0.003,0.0002,0.7576101,0.20590222,0.0,0.0,0.0
4875,0.7501,0.2155,0.031,0.003,0.0002,0.74922734,0.21416397,0.0,0.0,0.0
4876,0.7501,0.2155,0.031,0.003,0.0002,0.7488019,0.21447419,0.0,0.0,0.0
4877,0.7501,0.2155,0.031,0.003,0.0002,0.74970573,0.21585959,0.0,0.0,0.0
4878,0.7501,0.2155,0.031,0.003,0.0002,0.74719185,0.21698168,0.0,0.0,0.0
4879,0.7501,0.2155,0.031,0.003,0.0002,0.7465437,0.21648835,0.0,0.0,0.0
4880,0.7501,0.2155,0.031,0.003,0.0002,0.8287376,0.14889196,0.0,0.0,0.0
4881,0.9686,0.0309,0.0005,0.0,0.0,0.9551462,0.041477118,0.0,0.0,0.0
4882,0.7501,0.2155,0.031,0.003,0.0002,0.74604756,0.21423268,0.0,0.002667239,0.0
4883,0.9686,0.0309,0.0005,0.0,0.0,0.96789086,0.030544125,0.0,0.0,0.0
4884,0.9686,0.0309,0.0005,0.0,0.0,0.96785647,0.029157545,0.0,0.0,0.0
4885,0.7501,0.2155,0.031,0.003,0.0002,0.83287597,0.14029719,0.0,0.0,0.0
4886,0.7501,0.2155,0.031,0.003,0.0002,0.75025165,0.21517378,0.0,0.0,0.0
4887,0.7501,0.2155,0.031,0.003,0.0002,0.78075266,0.18221092,0.0,0.0,0.0
4888,0.7501,0.2155,0.031,0.003,0.0002,0.7774985,0.19127823,0.0,0.0,0.0
4889,0.9686,0.0309,0.0005,0.0,0.0,0.9657507,0.034200177,0.0,0.0,0.0
4890,0.9686,0.0309,0.0005,0.0,0.0,0.969637,0.027578264,0.0,0.0,0.0
4891,0.9686,0.0309,0.0005,0.0,0.0,0.9368657,0.055720232,0.0,0.0,0.0
4892,0.9686,0.0309,0.0005,0.0,0.0,0.967572,0.030179583,0.0,0.0,0.0
4893,0.7501,0.2155,0.031,0.003,0.0002,0.95436287,0.037292015,0.0,0.0,0.0
4894,0.9686,0.0309,0.0005,0.0,0.0,0.9667261,0.0330721,0.0,0.0,0.0
4895,0.9686,0.0309,0.0005,0.0,0.0,0.9678904,0.02917587,0.0,0.0,0.0
4896,0.9686,0.0309,0.0005,0.0,0.0,0.96906054,0.028905671,0.0,0.0,0.0
4897,0.9686,0.0309,0.0005,0.0,0.0,0.9621886,0.033298712,0.0,0.0,0.0
4898,0.7501,0.2155,0.031,0.003,0.0002,0.74532646,0.21770646,0.0,0.0050377455,0.0
4899,0.7501,0.2155,0.031,0.003,0.0002,0.75002074,0.21471731,0.0,0.0,0.0
4900,0.9686,0.0309,0.0005,0.0,0.0,0.9611662,0.030583166,0.0,0.0,0.0
4901,0.7501,0.2155,0.031,0.003,0.0002,0.7500435,0.21536326,0.0,0.0,0.0
4902,0.7501,0.2155,0.031,0.003,0.0002,0.75069314,0.2144283,0.0,0.0,0.0
4903,0.7501,0.2155,0.031,0.003,0.0002,0.750602,0.2140056,0.0,0.0,0.0
4904,0.7501,0.2155,0.031,0.003,0.0002,0.7500145,0.2158319,0.0,0.0,0.0
4905,0.7501,0.2155,0.031,0.003,0.0002,0.7500583,0.21556786,0.0,0.0,0.0
4906,0.7501,0.2155,0.031,0.003,0.0002,0.74927074,0.2141387,0.0,0.0,0.0
4907,0.7501,0.2155,0.031,0.003,0.0002,0.7504763,0.21464783,0.0,0.0,0.0
4908,0.7501,0.2155,0.031,0.003,0.0002,0.746629,0.215229,0.0,0.0020078085,0.0
4909,0.7501,0.2155,0.031,0.003,0.0002,0.7927525,0.18284594,0.0,0.0,0.0
4910,0.9686,0.0309,0.0005,0.0,0.0,0.9678291,0.029358272,0.0,0.0,0.0
4911,0.7501,0.2155,0.031,0.003,0.0002,0.7459855,0.21648578,0.0,0.004084129,0.0
4912,0.9686,0.0309,0.0005,0.0,0.0,0.9584758,0.03178361,0.0,0.0,0.0
4913,0.9686,0.0309,0.0005,0.0,0.0,0.96777093,0.029698018,0.0,0.0,0.0
4914,0.7501,0.2155,0.031,0.003,0.0002,0.74539447,0.21645367,0.0,0.004279552,0.0
4915,0.7501,0.2155,0.031,0.003,0.0002,0.74914896,0.21577284,0.0,0.0,0.0
4916,0.7501,0.2155,0.031,0.003,0.0002,0.7474561,0.2170644,0.0,0.0,0.0
4917,0.7501,0.2155,0.031,0.003,0.0002,0.749531,0.21707913,0.0,0.0,0.0
4918,0.9686,0.0309,0.0005,0.0,0.0,0.9633485,0.033678036,0.0,0.0,0.0
4919,0.9686,0.0309,0.0005,0.0,0.0,0.95650864,0.03799331,0.0,0.0,0.0
4920,0.7501,0.2155,0.031,0.003,0.0002,0.7458055,0.21682116,0.0,0.004535591,0.0
4921,0.7501,0.2155,0.031,0.003,0.0002,0.75012547,0.21501198,0.0,0.0,0.0
4922,0.9686,0.0309,0.0005,0.0,0.0,0.9673736,0.030658338,0.0,0.0,0.0
4923,0.7501,0.2155,0.031,0.003,0.0002,0.74825317,0.21531123,0.0,0.0,0.0
4924,0.7501,0.2155,0.031,0.003,0.0002,0.750335,0.21299723,0.0,0.0,0.0
4925,0.7501,0.2155,0.031,0.003,0.0002,0.7457913,0.21910053,0.0,0.0,0.0
4926,0.9686,0.0309,0.0005,0.0,0.0,0.9665637,0.032105938,0.0,0.0,0.0
4927,0.9686,0.0309,0.0005,0.0,0.0,0.96274215,0.033916518,0.0,0.0,0.0
4928,0.9686,0.0309,0.0005,0.0,0.0,0.96947944,0.02927405,0.0,0.0,0.0
4929,0.9686,0.0309,0.0005,0.0,0.0,0.82854784,0.14648476,0.0,0.0,0.0
4930,0.7501,0.2155,0.031,0.003,0.0002,0.75083685,0.21520095,0.0,0.0,0.0
4931,0.7501,0.2155,0.031,0.003,0.0002,0.9297339,0.0603555,0.0,0.0,0.0
4932,0.7501,0.2155,0.031,0.003,0.0002,0.75175226,0.21467976,0.0,0.0,0.0
4933,0.9686,0.0309,0.0005,0.0,0.0,0.9672529,0.031329032,0.0,0.0,0.0
4934,0.9686,0.0309,0.0005,0.0,0.0,0.9634343,0.040158935,0.0,0.0,0.0
4935,0.9686,0.0309,0.0005,0.0,0.0,0.90469813,0.08478607,0.0,0.0,0.0
4936,0.7501,0.2155,0.031,0.003,0.0002,0.7453591,0.2173654,0.0,0.0046936125,0.0
4937,0.9686,0.0309,0.0005,0.0,0.0,0.9709679,0.030402739,0.0,0.0,0.0
4938,0.9686,0.0309,0.0005,0.0,0.0,0.9661283,0.032617018,0.0,0.0,0.0
4939,0.7501,0.2155,0.031,0.003,0.0002,0.74824417,0.21382281,0.0,0.0004397165,0.0
4940,0.9686,0.0309,0.0005,0.0,0.0,0.94860274,0.01901742,0.0,0.0,0.0
4941,0.9686,0.0309,0.0005,0.0,0.0,0.9678961,0.030076217,0.0,0.0,0.0
4942,0.9686,0.0309,0.0005,0.0,0.0,0.96717227,0.031497758,0.0,0.0,0.0
4943,0.7501,0.2155,0.031,0.003,0.0002,0.7472781,0.2176846,0.0,0.0,0.0
4944,0.7501,0.2155,0.031,0.003,0.0002,0.7495999,0.21574779,0.0,0.0,0.0
4945,0.7501,0.2155,0.031,0.003,0.0002,0.7498498,0.21607983,0.0,0.0,0.0
4946,0.7501,0.2155,0.031,0.003,0.0002,0.7490978,0.21301657,0.0,0.0,0.0
4947,0.7501,0.2155,0.031,0.003,0.0002,0.751438,0.21487804,0.0,0.0,0.0
4948,0.9686,0.0309,0.0005,0.0,0.0,0.9623891,0.03591306,0.0,0.0,0.0
4949,0.9686,0.0309,0.0005,0.0,0.0,0.9689671,0.028739728,0.0,0.0,0.0
4950,0.9686,0.0309,0.0005,0.0,0.0,0.9570129,0.036573283,0.0,0.0,0.0
4951,0.9686,0.0309,0.0005,0.0,0.0,0.96800387,0.02895733,0.0,0.0,0.0
4952,0.7501,0.2155,0.031,0.003,0.0002,0.74274004,0.21805504,0.0,0.0,0.0
4953,0.9686,0.0309,0.0005,0.0,0.0,0.97016364,0.02788429,0.0,0.0,0.0
4954,0.9686,0.0309,0.0005,0.0,0.0,0.95902014,0.036770947,0.0,0.0,0.0
4955,0.9686,0.0309,0.0005,0.0,0.0,0.9678509,0.029174048,0.0,0.0,0.0
4956,0.7501,0.2155,0.031,0.003,0.0002,0.754168,0.21011417,0.0,0.0,0.0
4957,0.9686,0.0309,0.0005,0.0,0.0,0.9710154,0.03037412,0.0,0.0,0.0
4958,0.9686,0.0309,0.0005,0.0,0.0,0.9669319,0.03243257,0.0,0.0,0.0
4959,0.7501,0.2155,0.031,0.003,0.0002,0.748356,0.21172725,0.0,0.0,0.0
4960,0.9686,0.0309,0.0005,0.0,0.0,0.9584676,0.03630847,0.0,0.0,0.0
4961,0.7501,0.2155,0.031,0.003,0.0002,0.74964696,0.21603009,0.0,0.0,0.0
4962,0.7501,0.2155,0.031,0.003,0.0002,0.7486522,0.21458673,0.0,0.0,0.0
4963,0.9686,0.0309,0.0005,0.0,0.0,0.96715987,0.031845655,0.0,0.0,0.0
4964,0.9686,0.0309,0.0005,0.0,0.0,0.9678776,0.029214766,0.0,0.0,0.0
4965,0.7501,0.2155,0.031,0.003,0.0002,0.7453452,0.21716186,0.0,0.004675811,0.0
4966,0.9686,0.0309,0.0005,0.0,0.0,0.96840024,0.028300814,0.0,0.0,0.0
4967,0.7501,0.2155,0.031,0.003,0.0002,0.7438559,0.21840477,0.0,0.0,0.0
4968,0.9686,0.0309,0.0005,0.0,0.0,0.9580852,0.035863224,0.0,0.0,0.0
4969,0.9686,0.0309,0.0005,0.0,0.0,0.9670692,0.031176183,0.0,0.0,0.0
4970,0.9686,0.0309,0.0005,0.0,0.0,0.96799153,0.028994739,0.0,0.0,0.0
4971,0.9686,0.0309,0.0005,0.0,0.0,0.9633746,0.038588837,0.0,0.0,0.0
4972,0.9686,0.0309,0.0005,0.0,0.0,0.96274203,0.042024594,0.0,0.0,0.0
4973,0.9686,0.0309,0.0005,0.0,0.0,0.96451277,0.03373621,0.0,0.0,0.0
4974,0.7501,0.2155,0.031,0.003,0.0002,0.74662226,0.21799393,0.0,0.0,0.0
4975,0.9686,0.0309,0.0005,0.0,0.0,0.9637618,0.031398516,0.0,0.0,0.0
4976,0.9686,0.0309,0.0005,0.0,0.0,0.9593196,0.03678388,0.0,0.0,0.0
4977,0.9686,0.0309,0.0005,0.0,0.0,0.9676232,0.030024424,0.0,0.0,0.0
4978,0.9686,0.0309,0.0005,0.0,0.0,0.9692782,0.028198339,0.0,0.0,0.0
4979,0.7501,0.2155,0.031,0.003,0.0002,0.74651283,0.21823409,0.0,0.0,0.0
4980,0.9686,0.0309,0.0005,0.0,0.0,0.9679162,0.0292195,0.0,0.0,0.0
4981,0.9686,0.0309,0.0005,0.0,0.0,0.9625144,0.03999583,0.0,0.0,0.0
4982,0.7501,0.2155,0.031,0.003,0.0002,0.7545068,0.21610388,0.0,0.0,0.0
4983,0.9686,0.0309,0.0005,0.0,0.0,0.9711494,0.028282672,0.0,0.0,0.0
4984,0.7501,0.2155,0.031,0.003,0.0002,0.7453747,0.21700858,0.0,0.0045130756,0.0
4985,0.9686,0.0309,0.0005,0.0,0.0,0.9550865,0.03362889,0.0,0.0,0.0
4986,0.7501,0.2155,0.031,0.003,0.0002,0.749676,0.21617696,0.0,0.0,0.0
4987,0.7501,0.2155,0.031,0.003,0.0002,0.7465835,0.21657275,0.0,0.003893856,0.0
4988,0.9686,0.0309,0.0005,0.0,0.0,0.96065706,0.032194033,0.0,0.0,0.0
4989,0.9686,0.0309,0.0005,0.0,0.0,0.96742356,0.030847639,0.0,0.0,0.0
4990,0.9686,0.0309,0.0005,0.0,0.0,0.9635389,0.035388,0.0,0.0,0.0
4991,0.7501,0.2155,0.031,0.003,0.0002,0.7473626,0.21821785,0.0,0.0,0.0
4992,0.9686,0.0309,0.0005,0.0,0.0,0.9645525,0.03267001,0.0,0.0,0.0
4993,0.7501,0.2155,0.031,0.003,0.0002,0.7451968,0.21800861,0.0,0.0051331613,0.0
4994,0.9686,0.0309,0.0005,0.0,0.0,0.95833766,0.04172061,0.0,0.0,0.0
4995,0.7501,0.2155,0.031,0.003,0.0002,0.7458358,0.21794493,0.0,0.005169727,0.0
4996,0.9686,0.0309,0.0005,0.0,0.0,0.96867204,0.02914717,0.0,0.0,0.0
4997,0.7501,0.2155,0.031,0.003,0.0002,0.740981,0.22046334,0.0,0.0,0.0
4998,0.9686,0.0309,0.0005,0.0,0.0,0.9628056,0.03203282,0.0,0.0,0.0
4999,0.7501,0.2155,0.031,0.003,0.0002,0.7495538,0.21595977,0.0,0.0,0.0
5000,0.9686,0.0309,0.0005,0.0,0.0,0.96726227,0.028957188,0.0,0.0,0.0
5001,0.9686,0.0309,0.0005,0.0,0.0,0.9593178,0.037062626,0.0,0.0,0.0
5002,0.7501,0.2155,0.031,0.003,0.0002,0.74704576,0.21558046,0.0,0.002243802,0.0
5003,0.9686,0.0309,0.0005,0.0,0.0,0.9634969,0.038412485,0.0,0.0,0.0
5004,0.7501,0.2155,0.031,0.003,0.0002,0.7499038,0.21649618,0.0,0.0,0.0
5005,0.9686,0.0309,0.0005,0.0,0.0,0.96426034,0.037340187,0.0,0.0,0.0
5006,0.9686,0.0309,0.0005,0.0,0.0,0.96364474,0.03471311,0.0,0.0,0.0
5007,0.9686,0.0309,0.0005,0.0,0.0,0.96952343,0.028067064,0.0,0.0,0.0
5008,0.7501,0.2155,0.031,0.003,0.0002,0.7447393,0.21567973,0.0,0.0,0.0
5009,0.9686,0.0309,0.0005,0.0,0.0,0.9485141,0.035563584,0.0,0.0,0.0
5010,0.7501,0.2155,0.031,0.003,0.0002,0.7501143,0.21534257,0.0,0.0,0.0
5011,0.9686,0.0309,0.0005,0.0,0.0,0.95904195,0.036653657,0.0,0.0,0.0
5012,0.7501,0.2155,0.031,0.003,0.0002,0.7501185,0.21531846,0.0,0.0,0.0
5013,0.9686,0.0309,0.0005,0.0,0.0,0.95479095,0.032042164,0.0,0.0,0.0
5014,0.7501,0.2155,0.031,0.003,0.0002,0.94295335,0.01115682,0.0,0.0,0.0
5015,0.9686,0.0309,0.0005,0.0,0.0,0.9612895,0.032448787,0.0,0.0,0.0
5016,0.9686,0.0309,0.0005,0.0,0.0,0.9681134,0.030625705,0.0,0.0,0.0
5017,0.7501,0.2155,0.031,0.003,0.0002,0.7478579,0.21558155,0.0,0.0,0.0
5018,0.7501,0.2155,0.031,0.003,0.0002,0.75006545,0.21538259,0.0,0.0,0.0
5019,0.9686,0.0309,0.0005,0.0,0.0,0.9630785,0.033798315,0.0,0.0,0.0
5020,0.9686,0.0309,0.0005,0.0,0.0,0.96687937,0.031523105,0.0,0.0,0.0
5021,0.7501,0.2155,0.031,0.003,0.0002,0.7463794,0.21593845,0.0,0.0025841556,0.0
5022,0.9686,0.0309,0.0005,0.0,0.0,0.9584766,0.03649558,0.0,0.0,0.0
5023,0.9686,0.0309,0.0005,0.0,0.0,0.9689145,0.028599426,0.0,0.0,0.0
5024,0.7501,0.2155,0.031,0.003,0.0002,0.75004244,0.2153193,0.0,0.0,0.0
5025,0.9686,0.0309,0.0005,0.0,0.0,0.96352386,0.033963773,0.0,0.0,0.0
5026,0.9686,0.0309,0.0005,0.0,0.0,0.9683949,0.0299238,0.0,0.0,0.0
5027,0.9686,0.0309,0.0005,0.0,0.0,0.9629245,0.035214145,0.0,0.0,0.0
5028,0.9686,0.0309,0.0005,0.0,0.0,0.9680325,0.028998572,0.0,0.0,0.0
5029,0.7501,0.2155,0.031,0.003,0.0002,0.7465258,0.21481656,0.0,0.0021843854,0.0
5030,0.9686,0.0309,0.0005,0.0,0.0,0.96316445,0.033798464,0.0,0.0,0.0
5031,0.9686,0.0309,0.0005,0.0,0.0,0.9587209,0.036643226,0.0,0.0,0.0
5032,0.9686,0.0309,0.0005,0.0,0.0,0.9624914,0.03638189,0.0,0.0,0.0
5033,0.9686,0.0309,0.0005,0.0,0.0,0.9710452,0.026889827,0.0,0.0,0.0
5034,0.7501,0.2155,0.031,0.003,0.0002,0.7463167,0.21621753,0.0,0.0035949554,0.0
5035,0.7501,0.2155,0.031,0.003,0.0002,0.7496594,0.21615885,0.0,0.0,0.0
5036,0.7501,0.2155,0.031,0.003,0.0002,0.7485449,0.2138546,0.0,0.00072615035,0.0
5037,0.7501,0.2155,0.031,0.003,0.0002,0.7494307,0.21431185,0.0,0.0,0.0
5038,0.7501,0.2155,0.031,0.003,0.0002,0.7496102,0.21602492,0.0,0.0,0.0
5039,0.7501,0.2155,0.031,0.003,0.0002,0.7501724,0.21515866,0.0,0.0,0.0
5040,0.9686,0.0309,0.0005,0.0,0.0,0.9557476,0.044584733,0.0,0.0,0.0
5041,0.7501,0.2155,0.031,0.003,0.0002,0.74984145,0.2160792,0.0,0.0,0.0
5042,0.9686,0.0309,0.0005,0.0,0.0,0.9685145,0.030157357,0.0,0.0,0.0
5043,0.7501,0.2155,0.031,0.003,0.0002,0.748095,0.2154123,0.0,0.0,0.0
5044,0.7501,0.2155,0.031,0.003,0.0002,0.7481662,0.2124284,0.0,0.0,0.0
5045,0.7501,0.2155,0.031,0.003,0.0002,0.74859786,0.21481107,0.0,0.0,0.0
5046,0.9686,0.0309,0.0005,0.0,0.0,0.9704936,0.027933229,0.0,0.0,0.0
5047,0.7501,0.2155,0.031,0.003,0.0002,0.7498445,0.21584982,0.0,0.0,0.0
5048,0.7501,0.2155,0.031,0.003,0.0002,0.7479421,0.2155341,0.0,0.0,0.0
5049,0.9686,0.0309,0.0005,0.0,0.0,0.96555495,0.031438522,0.0,0.0,0.0
5050,0.9686,0.0309,0.0005,0.0,0.0,0.9671139,0.03164163,0.0,0.0,0.0
5051,0.9686,0.0309,0.0005,0.0,0.0,0.96641254,0.03392577,0.0,0.0,0.0
5052,0.7501,0.2155,0.031,0.003,0.0002,0.7491825,0.21573174,0.0,0.0,0.0
5053,0.9686,0.0309,0.0005,0.0,0.0,0.9650028,0.03628592,0.0,0.0,0.0
5054,0.9686,0.0309,0.0005,0.0,0.0,0.96789336,0.03080795,0.0,0.0,0.0
5055,0.7501,0.2155,0.031,0.003,0.0002,0.74793744,0.21277355,0.0,0.0,0.0
5056,0.9686,0.0309,0.0005,0.0,0.0,0.964839,0.030442145,0.0,0.0,0.0
5057,0.7501,0.2155,0.031,0.003,0.0002,0.75012803,0.21531604,0.0,0.0,0.0
5058,0.7501,0.2155,0.031,0.003,0.0002,0.7496342,0.21618061,0.0,0.0,0.0
5059,0.7501,0.2155,0.031,0.003,0.0002,0.74897003,0.21433917,0.0,0.0,0.0
5060,0.9686,0.0309,0.0005,0.0,0.0,0.96904194,0.028809924,0.0,0.0,0.0
5061,0.7501,0.2155,0.031,0.003,0.0002,0.7506151,0.21441296,0.0,0.0,0.0
5062,0.7501,0.2155,0.031,0.003,0.0002,0.7471923,0.21698208,0.0,0.0,0.0
5063,0.7501,0.2155,0.031,0.003,0.0002,0.76597273,0.20370853,0.0,0.0,0.0
5064,0.7501,0.2155,0.031,0.003,0.0002,0.75053024,0.21478729,0.0,0.0,0.0
5065,0.9686,0.0309,0.0005,0.0,0.0,0.9672348,0.031087566,0.0,0.0,0.0
5066,0.7501,0.2155,0.031,0.003,0.0002,0.74532443,0.2173351,0.0,0.004720131,0.0
5067,0.9686,0.0309,0.0005,0.0,0.0,0.9591092,0.03657202,0.0,0.0,0.0
5068,0.9686,0.0309,0.0005,0.0,0.0,0.9673141,0.026767142,0.0,0.0,0.0
5069,0.9686,0.0309,0.0005,0.0,0.0,0.9702909,0.027707726,0.0,0.0,0.0
5070,0.9686,0.0309,0.0005,0.0,0.0,0.96671224,0.027016137,0.0,0.0,0.0
5071,0.7501,0.2155,0.031,0.003,0.0002,0.750607,0.21308455,0.0,0.0,0.0
5072,0.7501,0.2155,0.031,0.003,0.0002,0.7548824,0.21311578,0.0,0.0,0.0
5073,0.9686,0.0309,0.0005,0.0,0.0,0.96284705,0.03351517,0.0,0.0,0.0
5074,0.7501,0.2155,0.031,0.003,0.0002,0.7500517,0.21510087,0.0,0.0,0.0
5075,0.9686,0.0309,0.0005,0.0,0.0,0.9649267,0.032264896,0.0,0.0,0.0
5076,0.9686,0.0309,0.0005,0.0,0.0,0.9651179,0.033525784,0.0,0.0,0.0
5077,0.9686,0.0309,0.0005,0.0,0.0,0.9680275,0.029013805,0.0,0.0,0.0
5078,0.7501,0.2155,0.031,0.003,0.0002,0.7475011,0.21718544,0.0,0.0,0.0
5079,0.7501,0.2155,0.031,0.003,0.0002,0.74487257,0.21975395,0.0,0.0,0.0
5080,0.9686,0.0309,0.0005,0.0,0.0,0.9676007,0.030211065,0.0,0.0,0.0
5081,0.9686,0.0309,0.0005,0.0,0.0,0.9621657,0.042418867,0.0,0.0,0.0
5082,0.7501,0.2155,0.031,0.003,0.0002,0.7499598,0.21461783,0.0,0.0,0.0
5083,0.7501,0.2155,0.031,0.003,0.0002,0.74707854,0.2157264,0.0,0.0,0.0
5084,0.9686,0.0309,0.0005,0.0,0.0,0.967619,0.029169146,0.0,0.0,0.0
5085,0.9686,0.0309,0.0005,0.0,0.0,0.967427,0.03079385,0.0,0.0,0.0
5086,0.9686,0.0309,0.0005,0.0,0.0,0.96645206,0.030970931,0.0,0.0,0.0
5087,0.7501,0.2155,0.031,0.003,0.0002,0.7497569,0.21550488,0.0,0.0,0.0
5088,0.9686,0.0309,0.0005,0.0,0.0,0.9701388,0.027163971,0.0,0.0,0.0
5089,0.7501,0.2155,0.031,0.003,0.0002,0.7498791,0.21538351,0.0,0.0,0.0
5090,0.9686,0.0309,0.0005,0.0,0.0,0.9679598,0.029091015,0.0,0.0,0.0
5091,0.7501,0.2155,0.031,0.003,0.0002,0.7463013,0.21428977,0.0,0.0021721516,0.0
5092,0.7501,0.2155,0.031,0.003,0.0002,0.74695265,0.21296985,0.0,0.002088504,0.0
5093,0.9686,0.0309,0.0005,0.0,0.0,0.9692403,0.029085364,0.0,0.0,0.0
5094,0.7501,0.2155,0.031,0.003,0.0002,0.7480612,0.21638049,0.0,0.0,0.0
5095,0.9686,0.0309,0.0005,0.0,0.0,0.9639565,0.034329828,0.0,0.0,0.0
