,main_maximum,all_maxima,no_of_max,Intensity,k6a1,k6a2,k11,k12,k9a1,k9a2,Energy_highest_max_normalized,Energy_all_max_normalized
354,-0.63,[-0.938 -0.63  -0.414 -0.336  0.046  0.802],6,[14.8833712  30.1228011  11.4556254  17.3506852  12.5741794   8.48571698],0.5,0.5,0.5,0.25,0.5,0.25,0.185,[0.031 0.185 0.293 0.332 0.523 0.901]
355,-0.42,[-0.42],1,[77.8669723],0.5,0.5,0.5,0.25,0.5,0.5,0.29000000000000004,[0.29]
356,-0.63,[-0.938 -0.63  -0.414 -0.336  0.046  0.802],6,[14.883371   30.1228016  11.4556227  17.3506881  12.5741822   8.48571647],0.5,0.5,0.5,0.25,0.5,0.75,0.185,[0.031 0.185 0.293 0.332 0.523 0.901]
357,-0.63,[-0.938 -0.63  -0.342  0.044  0.802],5,[14.9514728  30.2129253  28.310636   12.5885467   8.46299028],0.5,0.5,0.5,0.25,0.75,0.25,0.185,[0.031 0.185 0.329 0.522 0.901]
358,-0.424,[-0.424],1,[75.6738449],0.5,0.5,0.5,0.25,0.75,0.5,0.28800000000000003,[0.288]
359,-0.632,[-0.94  -0.632 -0.35   0.04   0.796],5,[16.1598367 33.0731306 31.3543054 13.6997467  7.5576529],0.5,0.5,0.5,0.25,0.75,0.75,0.184,[0.03  0.184 0.325 0.52  0.898]
360,-0.704,[-0.704],1,[3.80056341],0.5,0.5,0.5,0.5,0.25,0.25,0.14800000000000002,[0.148]
361,0.462,[0.462],1,[394.188471],0.5,0.5,0.5,0.5,0.25,0.5,0.731,[0.731]
362,-0.754,[-0.754],1,[0.77866289],0.5,0.5,0.5,0.5,0.25,0.75,0.123,[0.123]
363,-0.758,[-0.758],1,[0.66156718],0.5,0.5,0.5,0.5,0.5,0.25,0.121,[0.121]
364,0.478,[0.478],1,[383.528588],0.5,0.5,0.5,0.5,0.5,0.5,0.739,[0.739]
365,-0.758,[-0.758],1,[0.66156719],0.5,0.5,0.5,0.5,0.5,0.75,0.121,[0.121]
366,-0.754,[-0.754],1,[0.77866289],0.5,0.5,0.5,0.5,0.75,0.25,0.123,[0.123]
367,0.462,[0.462],1,[394.188471],0.5,0.5,0.5,0.5,0.75,0.5,0.731,[0.731]
368,-0.706,[-0.706],1,[3.85929421],0.5,0.5,0.5,0.5,0.75,0.75,0.14700000000000002,[0.147]
369,-0.632,[-0.938 -0.632 -0.35   0.042  0.794],5,[16.1634781  33.0648396  31.380923   13.7043801   7.48747798],0.5,0.5,0.5,0.75,0.25,0.25,0.184,[0.031 0.184 0.325 0.521 0.897]
370,-0.424,[-0.424],1,[75.6737196],0.5,0.5,0.5,0.75,0.25,0.5,0.28800000000000003,[0.288]
371,-0.63,[-0.938 -0.63  -0.342  0.044  0.802],5,[14.9514628  30.2129126  28.3106436  12.5885487   8.46298529],0.5,0.5,0.5,0.75,0.25,0.75,0.185,[0.031 0.185 0.329 0.522 0.901]
372,-0.63,[-0.938 -0.63  -0.414 -0.336  0.046  0.802],6,[14.8833711  30.1228014  11.4556238  17.3506872  12.5741811   8.48571652],0.5,0.5,0.5,0.75,0.5,0.25,0.185,[0.031 0.185 0.293 0.332 0.523 0.901]
373,-0.42,[-0.42],1,[77.6041713],0.5,0.5,0.5,0.75,0.5,0.5,0.29000000000000004,[0.29]
374,-0.63,[-0.938 -0.63  -0.414 -0.336  0.046  0.802],6,[14.8833715  30.1228012  11.4556262  17.350682   12.5741783   8.48571806],0.5,0.5,0.5,0.75,0.5,0.75,0.185,[0.031 0.185 0.293 0.332 0.523 0.901]
375,-0.63,[-0.938 -0.63  -0.342  0.044  0.802],5,[14.9514644  30.21291    28.3106455  12.5885485   8.46298576],0.5,0.5,0.5,0.75,0.75,0.25,0.185,[0.031 0.185 0.329 0.522 0.901]
376,-0.424,[-0.424],1,[75.6739004],0.5,0.5,0.5,0.75,0.75,0.5,0.28800000000000003,[0.288]
377,-0.63,[-0.938 -0.63  -0.35   0.042  0.792],5,[16.2118306  33.223698   31.4505537  13.7141929   7.35696457],0.5,0.5,0.5,0.75,0.75,0.75,0.185,[0.031 0.185 0.325 0.521 0.896]
378,-0.632,[-0.94  -0.632 -0.35   0.044  0.802],5,[13.7648618 29.1632953 28.7547844 12.5993739  7.8149305],0.5,0.5,0.75,0.25,0.25,0.25,0.184,[0.03  0.184 0.325 0.522 0.901]
379,-0.422,[-0.422],1,[78.2908597],0.5,0.5,0.75,0.25,0.25,0.5,0.28900000000000003,[0.289]
380,-0.63,[-0.938 -0.63  -0.352  0.046  0.804],5,[14.8895116  30.1303201  28.3719143  12.5186986   8.42565409],0.5,0.5,0.75,0.25,0.25,0.75,0.185,[0.031 0.185 0.324 0.523 0.902]
381,-0.63,[-0.938 -0.63  -0.35   0.058  0.804],5,[14.7759981  30.1893105  28.3791798   9.89860189  8.44536053],0.5,0.5,0.75,0.25,0.5,0.25,0.185,[0.031 0.185 0.325 0.529 0.902]
382,-0.426,[-0.426],1,[81.0478724],0.5,0.5,0.75,0.25,0.5,0.5,0.28700000000000003,[0.287]
383,-0.63,[-0.938 -0.63  -0.35   0.058  0.804],5,[14.7759995  30.1893323  28.3790644   9.89883408  8.44539982],0.5,0.5,0.75,0.25,0.5,0.75,0.185,[0.031 0.185 0.325 0.529 0.902]
384,-0.63,[-0.938 -0.63  -0.352  0.046  0.804],5,[14.889666   30.1308796  28.3713392  12.5192428   8.42555199],0.5,0.5,0.75,0.25,0.75,0.25,0.185,[0.031 0.185 0.324 0.523 0.902]
385,-0.422,[-0.422],1,[78.3051605],0.5,0.5,0.75,0.25,0.75,0.5,0.28900000000000003,[0.289]
386,-0.632,[-0.938 -0.632 -0.35   0.042  0.802],5,[13.9587434  28.9952233  28.7236014  12.8276861   7.88490902],0.5,0.5,0.75,0.25,0.75,0.75,0.184,[0.031 0.184 0.325 0.521 0.901]
387,-0.806,[-0.884 -0.806 -0.736 -0.692 -0.442 -0.026  0.386],7,"[0.29083498 0.37473598 0.1932539  0.1895748  0.13238935 0.09388663
 0.07740395]",0.5,0.5,0.75,0.5,0.25,0.25,0.09699999999999998,[0.058 0.097 0.132 0.154 0.279 0.487 0.693]
388,0.462,[0.462],1,[393.173717],0.5,0.5,0.75,0.5,0.25,0.5,0.731,[0.731]
389,-0.756,[-0.756],1,[0.63268137],0.5,0.5,0.75,0.5,0.25,0.75,0.122,[0.122]
390,-0.758,[-0.758],1,[0.68548556],0.5,0.5,0.75,0.5,0.5,0.25,0.121,[0.121]
391,0.51,[0.348 0.446 0.51 ],3,[ 81.1421767 159.35752   188.548105 ],0.5,0.5,0.75,0.5,0.5,0.5,0.755,[0.674 0.723 0.755]
392,-0.758,[-0.758],1,[0.68548559],0.5,0.5,0.75,0.5,0.5,0.75,0.121,[0.121]
393,-0.756,[-0.756],1,[0.63247128],0.5,0.5,0.75,0.5,0.75,0.25,0.122,[0.122]
394,0.462,[0.462],1,[393.175258],0.5,0.5,0.75,0.5,0.75,0.5,0.731,[0.731]
395,-0.812,[-0.884 -0.812 -0.746 -0.724 -0.692 -0.664 -0.442 -0.03  -0.012  0.386],10,"[0.28757398 0.3749749  0.17548942 0.20369101 0.20258236 0.17271693
 0.13281293 0.09392421 0.09172727 0.0779057 ]",0.5,0.5,0.75,0.5,0.75,0.75,0.09399999999999997,[0.058 0.094 0.127 0.138 0.154 0.168 0.279 0.485 0.494 0.693]
396,-0.612,[-0.922 -0.612 -0.332  0.06   0.818],5,[15.051567   26.96871    25.817354   13.2469745   8.59869354],0.5,0.5,0.75,0.75,0.25,0.25,0.194,[0.039 0.194 0.334 0.53  0.909]
397,-0.426,[-0.426],1,[70.7420504],0.5,0.5,0.75,0.75,0.25,0.5,0.28700000000000003,[0.287]
398,-0.63,[-0.938 -0.63  -0.346  0.046  0.806],5,[14.5076443 29.911876  28.1934797 12.1983592  9.1541301],0.5,0.5,0.75,0.75,0.25,0.75,0.185,[0.031 0.185 0.327 0.523 0.903]
399,-0.636,[-0.94  -0.636 -0.346  0.044  0.8  ],5,[14.1105756  28.8453135  27.405814   11.9951188   8.53842407],0.5,0.5,0.75,0.75,0.5,0.25,0.182,[0.03  0.182 0.327 0.522 0.9  ]
400,-0.412,[-0.412],1,[67.9625514],0.5,0.5,0.75,0.75,0.5,0.5,0.29400000000000004,[0.294]
401,-0.634,[-0.94  -0.634 -0.346  0.046  0.8  ],5,[14.1624186  28.993778   27.5156712  12.0575071   8.59805784],0.5,0.5,0.75,0.75,0.5,0.75,0.183,[0.03  0.183 0.327 0.523 0.9  ]
402,-0.632,[-0.938 -0.632 -0.346  0.046  0.802],5,[15.1379031  31.0505461  29.4501615  12.7505871   9.37660879],0.5,0.5,0.75,0.75,0.75,0.25,0.184,[0.031 0.184 0.327 0.523 0.901]
403,-0.426,[-0.426],1,[72.6636096],0.5,0.5,0.75,0.75,0.75,0.5,0.28700000000000003,[0.287]
404,-0.612,[-0.922 -0.612 -0.332  0.06   0.816],5,[14.8766466  26.7056197  25.6185481  13.1975542   8.60994081],0.5,0.5,0.75,0.75,0.75,0.75,0.194,[0.039 0.194 0.334 0.53  0.908]
405,0.732,"[-0.93  -0.784 -0.7   -0.632 -0.502 -0.42  -0.166 -0.106 -0.082 -0.028
  0.118  0.202  0.256  0.454  0.51   0.572  0.732  0.852  0.892]",19,"[1.96344546 4.91029822 6.81739381 3.71210751 5.58147832 6.78211107
 5.78151215 3.78579434 4.17162522 3.75483204 6.26012823 4.09990935
 3.20884187 5.92276738 4.08742296 4.8033232  8.73006115 4.10906443
 2.63071054]",0.5,0.75,0.25,0.25,0.25,0.25,0.866,"[0.035 0.108 0.15  0.184 0.249 0.29  0.417 0.447 0.459 0.486 0.559 0.601
 0.628 0.727 0.755 0.786 0.866 0.926 0.946]"
406,-0.572,[-0.572 -0.052  0.036  0.6    0.658],5,[23.8795127 11.0400339 14.3086674 11.3040782 15.180623 ],0.5,0.75,0.25,0.25,0.25,0.5,0.21400000000000002,[0.214 0.474 0.518 0.8   0.829]
407,-0.706,"[-0.918 -0.78  -0.706 -0.628 -0.492 -0.42  -0.344 -0.176 -0.086 -0.028
  0.118  0.196  0.268  0.454  0.506  0.576  0.742  0.86   0.906]",19,"[2.02279317 5.26897281 7.21718347 3.53279167 6.32893715 7.04595077
 2.03007053 4.03270227 4.50683111 3.93198342 6.05993065 4.05542992
 3.16842783 5.85007501 3.87270777 5.03714591 6.58829975 4.43977198
 2.79810469]",0.5,0.75,0.25,0.25,0.25,0.75,0.14700000000000002,"[0.041 0.11  0.147 0.186 0.254 0.29  0.328 0.412 0.457 0.486 0.559 0.598
 0.634 0.727 0.753 0.788 0.871 0.93  0.953]"
408,0.728,"[-0.918 -0.776 -0.704 -0.626 -0.484 -0.424 -0.342 -0.164 -0.084 -0.032
  0.118  0.2    0.274  0.454  0.506  0.58   0.728  0.868  0.906]",19,"[1.80378059 5.20539929 5.34087158 3.87410896 6.73351705 6.89495689
 2.04045567 5.7350996  4.6403244  3.81923866 6.11913083 4.07847396
 3.12504313 6.05970672 3.95012305 4.87375137 8.58178498 4.17956313
 2.97555664]",0.5,0.75,0.25,0.25,0.5,0.25,0.864,"[0.041 0.112 0.148 0.187 0.258 0.288 0.329 0.418 0.458 0.484 0.559 0.6
 0.637 0.727 0.753 0.79  0.864 0.934 0.953]"
409,-0.588,[-0.588 -0.042  0.036  0.6    0.654],5,[22.6667543 11.5378953 14.542566  11.0313447 14.8868363],0.5,0.75,0.25,0.25,0.5,0.5,0.20600000000000002,[0.206 0.479 0.518 0.8   0.827]
410,0.728,"[-0.92  -0.776 -0.704 -0.628 -0.484 -0.424 -0.342 -0.164 -0.084 -0.032
  0.116  0.2    0.274  0.454  0.506  0.58   0.728  0.868  0.908]",19,"[1.79472986 5.19760326 5.3436116  3.87317877 6.73820344 6.89591781
 2.03737396 5.73696896 4.6355957  3.81877336 6.11256727 4.07248958
 3.12302165 6.05786712 3.94826078 4.87504599 8.5812651  4.1755677
 2.9754485 ]",0.5,0.75,0.25,0.25,0.5,0.75,0.864,"[0.04  0.112 0.148 0.186 0.258 0.288 0.329 0.418 0.458 0.484 0.558 0.6
 0.637 0.727 0.753 0.79  0.864 0.934 0.954]"
411,-0.706,"[-0.92  -0.778 -0.706 -0.628 -0.49  -0.42  -0.344 -0.176 -0.088 -0.028
  0.118  0.196  0.266  0.454  0.506  0.576  0.742  0.86   0.904]",19,"[2.02834736 5.28326883 7.3334873  3.54873521 6.31970961 7.20961923
 2.02503426 4.05788133 4.51622221 3.99495729 6.09790119 4.03204118
 3.12778285 5.9042587  3.88354418 5.00431511 6.6171702  4.37378006
 2.73702038]",0.5,0.75,0.25,0.25,0.75,0.25,0.14700000000000002,"[0.04  0.111 0.147 0.186 0.255 0.29  0.328 0.412 0.456 0.486 0.559 0.598
 0.633 0.727 0.753 0.788 0.871 0.93  0.952]"
412,-0.572,[-0.572 -0.052  0.036  0.6    0.658],5,[23.8377407 11.0571032 14.3588015 11.2812061 15.1755526],0.5,0.75,0.25,0.25,0.75,0.5,0.21400000000000002,[0.214 0.474 0.518 0.8   0.829]
413,0.732,"[-0.932 -0.784 -0.7   -0.632 -0.502 -0.42  -0.166 -0.108 -0.084 -0.028
  0.118  0.202  0.256  0.454  0.51   0.57   0.732  0.852  0.892]",19,"[1.96302099 4.90727655 6.81691548 3.71132573 5.58160494 6.78429153
 5.77886534 3.78515559 4.1712812  3.75601594 6.25899411 4.10006461
 3.21172667 5.91810368 4.08742669 4.80150832 8.72530338 4.10844756
 2.63131497]",0.5,0.75,0.25,0.25,0.75,0.75,0.866,"[0.034 0.108 0.15  0.184 0.249 0.29  0.417 0.446 0.458 0.486 0.559 0.601
 0.628 0.727 0.755 0.785 0.866 0.926 0.946]"
414,0.184,[-0.122  0.184  0.466  0.808  0.858],5,[13.4558436 28.8378085 28.3414719 14.2102495 13.1741269],0.5,0.75,0.25,0.5,0.25,0.25,0.592,[0.439 0.592 0.733 0.904 0.929]
415,0.924,[-0.836  0.924],2,[15.3218166 56.4855261],0.5,0.75,0.25,0.5,0.25,0.5,0.962,[0.082 0.962]
416,0.464,[-0.126  0.182  0.464  0.808  0.854],5,[13.6176564 25.1258636 27.3207997 14.6494809 13.656495 ],0.5,0.75,0.25,0.5,0.25,0.75,0.732,[0.437 0.591 0.732 0.904 0.927]
417,0.18,[-0.126  0.18   0.466  0.81   0.854],5,[13.3843196 26.8625336 24.1875107 14.6751755 13.5230143],0.5,0.75,0.25,0.5,0.5,0.25,0.59,[0.437 0.59  0.733 0.905 0.927]
418,0.928,[-0.84   0.928],2,[14.4045324 55.0187497],0.5,0.75,0.25,0.5,0.5,0.5,0.964,[0.08  0.964]
419,0.18,[-0.126  0.18   0.466  0.81   0.854],5,[13.3843196 26.8625336 24.1875107 14.6751755 13.5230143],0.5,0.75,0.25,0.5,0.5,0.75,0.59,[0.437 0.59  0.733 0.905 0.927]
420,0.464,[-0.126  0.182  0.464  0.808  0.854],5,[13.6176513 25.1258538 27.3207305 14.6496747 13.6563829],0.5,0.75,0.25,0.5,0.75,0.25,0.732,[0.437 0.591 0.732 0.904 0.927]
421,0.924,[-0.836  0.924],2,[15.3145711 56.4994154],0.5,0.75,0.25,0.5,0.75,0.5,0.962,[0.082 0.962]
422,0.184,[-0.124  0.184  0.466  0.808  0.858],5,[13.5634484 28.780711  28.2265424 14.1037196 13.2431912],0.5,0.75,0.25,0.5,0.75,0.75,0.592,[0.438 0.592 0.733 0.904 0.929]
423,0.732,"[-0.926 -0.774 -0.706 -0.63  -0.488 -0.426 -0.342 -0.17  -0.072 -0.034
  0.114  0.214  0.274  0.456  0.504  0.584  0.732  0.818  0.862]",19,"[1.84063733 5.10131147 7.21086219 3.61901021 6.5050441  6.84071041
 2.09372879 5.71956492 3.8320451  4.07294756 6.1047471  3.58091627
 3.33613147 5.97901646 3.82146187 4.77701324 8.62424804 2.49230547
 4.28264756]",0.5,0.75,0.25,0.75,0.25,0.25,0.866,"[0.037 0.113 0.147 0.185 0.256 0.287 0.329 0.415 0.464 0.483 0.557 0.607
 0.637 0.728 0.752 0.792 0.866 0.909 0.931]"
424,-0.572,[-0.572 -0.046  0.034  0.596  0.658],5,[23.6256437 11.4484047 14.9349662 11.285412  12.6494158],0.5,0.75,0.25,0.75,0.25,0.5,0.21400000000000002,[0.214 0.477 0.517 0.798 0.829]
425,0.73,"[-0.93  -0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.118  0.204  0.258  0.456  0.506  0.586  0.73   0.812  0.864  0.91 ]",20,"[2.17037598 5.21903323 6.96122425 3.70652445 6.52835459 6.79563937
 1.99963371 5.77719571 4.42274331 3.76297383 6.20823472 4.25591342
 3.114289   5.91297689 3.97926702 5.17435222 8.26109338 2.58036247
 4.20915046 2.47519449]",0.5,0.75,0.25,0.75,0.25,0.75,0.865,"[0.035 0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.559 0.602
 0.629 0.728 0.753 0.793 0.865 0.906 0.932 0.955]"
426,0.73,"[-0.932 -0.774 -0.706 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.12   0.142  0.204  0.274  0.456  0.508  0.586  0.73   0.812  0.864
  0.91 ]",21,"[1.92659962 5.1434238  7.03876409 3.62338368 6.57343223 6.83845815
 1.98594027 5.83213108 4.65179112 3.82480278 5.09335405 5.08446303
 4.21037666 3.2357466  5.93745807 4.03446499 5.12635265 8.1381064
 2.58559148 4.32004693 2.67988297]",0.5,0.75,0.25,0.75,0.5,0.25,0.865,"[0.034 0.113 0.147 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.56  0.571
 0.602 0.637 0.728 0.754 0.793 0.865 0.906 0.932 0.955]"
427,-0.586,[-0.586 -0.048  0.04   0.582  0.658],5,[23.4149244  11.6831308  13.8985736   8.64933668 14.9109434 ],0.5,0.75,0.25,0.75,0.5,0.5,0.20700000000000002,[0.207 0.476 0.52  0.791 0.829]
428,0.73,"[-0.932 -0.774 -0.706 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.12   0.142  0.204  0.274  0.456  0.508  0.586  0.73   0.812  0.864
  0.91 ]",21,"[1.92659972 5.14342376 7.03876405 3.62338374 6.57343226 6.83845814
 1.98594027 5.83213105 4.65179113 3.82480274 5.09335402 5.08446302
 4.21037665 3.2357466  5.93745815 4.03446514 5.1263526  8.13810635
 2.5855915  4.32004706 2.67988295]",0.5,0.75,0.25,0.75,0.5,0.75,0.865,"[0.034 0.113 0.147 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.56  0.571
 0.602 0.637 0.728 0.754 0.793 0.865 0.906 0.932 0.955]"
429,0.73,"[-0.93  -0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.118  0.204  0.258  0.456  0.506  0.586  0.73   0.812  0.864  0.91 ]",20,"[2.17036027 5.21908622 6.96119698 3.70655941 6.52840011 6.79563007
 1.99962362 5.77718481 4.42263454 3.76295025 6.20819769 4.25591273
 3.11426058 5.91294974 3.97925389 5.17438158 8.26118665 2.58041425
 4.20915691 2.47509741]",0.5,0.75,0.25,0.75,0.75,0.25,0.865,"[0.035 0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.559 0.602
 0.629 0.728 0.753 0.793 0.865 0.906 0.932 0.955]"
430,-0.572,[-0.572 -0.046  0.034  0.596  0.658],5,[23.6256428 11.4484047 14.9349663 11.2854114 12.6494162],0.5,0.75,0.25,0.75,0.75,0.5,0.21400000000000002,[0.214 0.477 0.517 0.798 0.829]
431,0.732,"[-0.928 -0.774 -0.706 -0.632 -0.488 -0.426 -0.342 -0.17  -0.096 -0.072
 -0.034  0.114  0.214  0.274  0.456  0.502  0.584  0.732  0.864]",19,"[1.82722833 5.11694505 7.2543526  3.57938776 6.50958519 6.858405
 2.08577046 5.73929598 3.54917329 3.81850034 4.07670224 6.13420549
 3.61703418 3.3125223  6.00830056 3.83584297 4.79957271 8.65234736
 4.30030594]",0.5,0.75,0.25,0.75,0.75,0.75,0.866,"[0.036 0.113 0.147 0.184 0.256 0.287 0.329 0.415 0.452 0.464 0.483 0.557
 0.607 0.637 0.728 0.751 0.792 0.866 0.932]"
432,0.732,"[-0.924 -0.774 -0.706 -0.632 -0.488 -0.424 -0.34  -0.162 -0.086 -0.034
  0.122  0.2    0.274  0.456  0.51   0.586  0.732  0.864]",18,"[1.88356658 5.07488692 7.0373588  3.66591084 6.02241672 6.87697983
 2.04088631 5.51264213 4.54193168 3.78845235 6.08999366 4.08599846
 3.21719311 5.92707794 3.78764049 5.16508942 8.55681762 4.15045629]",0.5,0.75,0.5,0.25,0.25,0.25,0.866,"[0.038 0.113 0.147 0.184 0.256 0.288 0.33  0.419 0.457 0.483 0.561 0.6
 0.637 0.728 0.755 0.793 0.866 0.932]"
433,-0.574,[-0.574 -0.046  0.032  0.598  0.658],5,[23.2292881 11.2105704 14.8843423 11.0800388 14.7649534],0.5,0.75,0.5,0.25,0.25,0.5,0.21300000000000002,[0.213 0.477 0.516 0.799 0.829]
434,0.73,"[-0.932 -0.774 -0.702 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.034
  0.116  0.206  0.274  0.456  0.506  0.588  0.73   0.81   0.864  0.908]",20,"[2.04585929 5.09001475 6.60912716 3.71902741 6.39642168 6.80579114
 1.99913314 5.77360822 4.53808607 3.80558999 6.09964852 4.10529061
 3.19614164 5.98552202 3.93469234 5.09399852 8.33292411 2.52794651
 4.18880868 2.60321204]",0.5,0.75,0.5,0.25,0.25,0.75,0.865,"[0.034 0.113 0.149 0.186 0.256 0.288 0.33  0.415 0.458 0.483 0.558 0.603
 0.637 0.728 0.753 0.794 0.865 0.905 0.932 0.954]"
435,0.73,"[-0.93  -0.774 -0.706 -0.628 -0.488 -0.424 -0.338 -0.176 -0.08  -0.032
  0.116  0.202  0.274  0.456  0.506  0.586  0.73   0.81   0.864  0.908]",20,"[1.86397956 5.08225628 7.05622492 3.66457546 6.49098666 6.81778985
 2.03395006 5.128728   4.37476195 3.76557396 6.25799884 3.74027333
 2.90678581 5.95505093 4.00997576 5.13852875 8.24370758 2.64462396
 4.31541897 2.58679067]",0.5,0.75,0.5,0.25,0.5,0.25,0.865,"[0.035 0.113 0.147 0.186 0.256 0.288 0.331 0.412 0.46  0.484 0.558 0.601
 0.637 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
436,-0.592,[-0.592 -0.046  0.034  0.602  0.66 ],5,[21.9142418  11.4583164  14.8369829  11.4796899   9.89628035],0.5,0.75,0.5,0.25,0.5,0.5,0.20400000000000001,[0.204 0.477 0.517 0.801 0.83 ]
437,0.73,"[-0.93  -0.774 -0.706 -0.628 -0.488 -0.424 -0.338 -0.176 -0.08  -0.032
  0.116  0.202  0.274  0.456  0.506  0.586  0.73   0.81   0.864  0.908]",20,"[1.86397956 5.08225628 7.05622492 3.66457546 6.49098666 6.81778985
 2.03395006 5.128728   4.37476194 3.76557396 6.25799884 3.74027333
 2.90678581 5.95505093 4.00997576 5.13852875 8.24370758 2.64462396
 4.31541897 2.58679067]",0.5,0.75,0.5,0.25,0.5,0.75,0.865,"[0.035 0.113 0.147 0.186 0.256 0.288 0.331 0.412 0.46  0.484 0.558 0.601
 0.637 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
438,0.73,"[-0.932 -0.774 -0.702 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.034
  0.116  0.206  0.274  0.456  0.506  0.588  0.73   0.81   0.864  0.908]",20,"[2.04585929 5.09001475 6.60912716 3.71902741 6.39642168 6.80579114
 1.99913314 5.77360821 4.53808604 3.80558999 6.09964851 4.10529061
 3.19614163 5.98552202 3.93469233 5.0939985  8.33292412 2.52794651
 4.18880868 2.60321203]",0.5,0.75,0.5,0.25,0.75,0.25,0.865,"[0.034 0.113 0.149 0.186 0.256 0.288 0.33  0.415 0.458 0.483 0.558 0.603
 0.637 0.728 0.753 0.794 0.865 0.905 0.932 0.954]"
439,-0.574,[-0.574 -0.046  0.032  0.598  0.658],5,[23.2292881 11.2105704 14.8843424 11.0800388 14.7649534],0.5,0.75,0.5,0.25,0.75,0.5,0.21300000000000002,[0.213 0.477 0.516 0.799 0.829]
440,0.732,"[-0.924 -0.774 -0.706 -0.632 -0.488 -0.424 -0.34  -0.162 -0.086 -0.034
  0.122  0.2    0.274  0.456  0.51   0.544  0.584  0.732  0.864]",19,"[1.8859692  5.07053834 7.03575588 3.66434811 6.01654995 6.87880241
 2.04240388 5.51645999 4.55178601 3.78893962 6.10062364 4.08403692
 3.21676519 5.92471058 3.78605995 3.4861286  5.16805262 8.55976674
 4.14815842]",0.5,0.75,0.5,0.25,0.75,0.75,0.866,"[0.038 0.113 0.147 0.184 0.256 0.288 0.33  0.419 0.457 0.483 0.561 0.6
 0.637 0.728 0.755 0.772 0.792 0.866 0.932]"
441,0.47,[-0.12   0.188  0.47   0.806  0.858],5,[13.494415  27.1965144 27.8482399 13.943631  13.2364707],0.5,0.75,0.5,0.5,0.25,0.25,0.735,[0.44  0.594 0.735 0.903 0.929]
442,0.924,[-0.842  0.924],2,[16.4039653 60.4333686],0.5,0.75,0.5,0.5,0.25,0.5,0.962,[0.079 0.962]
443,0.472,[-0.12   0.184  0.472  0.808  0.86 ],5,[14.0475512 27.5562458 28.8648972 14.0363225 13.5700293],0.5,0.75,0.5,0.5,0.25,0.75,0.736,[0.44  0.592 0.736 0.904 0.93 ]
444,0.466,[-0.126  0.186  0.466  0.808  0.854],5,[13.7588301 18.3078455 27.7317241 14.5114429 13.6641263],0.5,0.75,0.5,0.5,0.5,0.25,0.733,[0.437 0.593 0.733 0.904 0.927]
445,0.926,[-0.832  0.926],2,[15.9021787 57.4597636],0.5,0.75,0.5,0.5,0.5,0.5,0.9630000000000001,[0.084 0.963]
446,0.466,[-0.128  0.184  0.466  0.808  0.854],5,[13.7540859 18.3162774 27.7383343 14.5223863 13.6847372],0.5,0.75,0.5,0.5,0.5,0.75,0.733,[0.436 0.592 0.733 0.904 0.927]
447,0.472,[-0.12   0.184  0.472  0.808  0.86 ],5,[14.0462659 27.5841493 28.8436566 14.0354741 13.5783405],0.5,0.75,0.5,0.5,0.75,0.25,0.736,[0.44  0.592 0.736 0.904 0.93 ]
448,0.924,[-0.842  0.924],2,[16.0476409 60.455076 ],0.5,0.75,0.5,0.5,0.75,0.5,0.962,[0.079 0.962]
449,0.47,[-0.12   0.188  0.47   0.806  0.858],5,[13.4938582 27.1953944 27.8500844 13.9439273 13.2386987],0.5,0.75,0.5,0.5,0.75,0.75,0.735,[0.44  0.594 0.735 0.903 0.929]
450,0.732,"[-0.924 -0.774 -0.706 -0.632 -0.488 -0.424 -0.34  -0.162 -0.086 -0.034
  0.122  0.2    0.274  0.456  0.51   0.586  0.732  0.864]",18,"[1.88070053 5.07593589 7.03528535 3.66340606 6.02376838 6.87875608
 2.04121807 5.51150119 4.54560556 3.78793827 6.09654168 4.08484034
 3.21574561 5.93003526 3.7900754  5.16451235 8.56213828 4.14841554]",0.5,0.75,0.5,0.75,0.25,0.25,0.866,"[0.038 0.113 0.147 0.184 0.256 0.288 0.33  0.419 0.457 0.483 0.561 0.6
 0.637 0.728 0.755 0.793 0.866 0.932]"
451,-0.574,[-0.574 -0.046  0.032  0.598  0.658],5,[23.2292881 11.2105704 14.8843423 11.0800388 14.7649534],0.5,0.75,0.5,0.75,0.25,0.5,0.21300000000000002,[0.213 0.477 0.516 0.799 0.829]
