,Energy,Intensity,k6a1,k6a2,k11,k12,k9a1,k9a2
343,0.28900000000000003,0.19861640956008578,0.5,0.5,0.25,0.75,0.25,0.5
344,0.185,0.07643610155204159,0.5,0.5,0.25,0.75,0.25,0.75
345,0.185,0.07658598239419336,0.5,0.5,0.25,0.75,0.5,0.25
346,0.28700000000000003,0.2052441099932626,0.5,0.5,0.25,0.75,0.5,0.5
347,0.185,0.07658596768041956,0.5,0.5,0.25,0.75,0.5,0.75
348,0.185,0.07643708991174428,0.5,0.5,0.25,0.75,0.75,0.25
349,0.28900000000000003,0.1985957463479443,0.5,0.5,0.25,0.75,0.75,0.5
350,0.184,0.0741385036600931,0.5,0.5,0.25,0.75,0.75,0.75
351,0.184,0.08252345893698144,0.5,0.5,0.5,0.25,0.25,0.25
352,0.28800000000000003,0.19197400042681612,0.5,0.5,0.5,0.25,0.25,0.5
353,0.185,0.07664585299350372,0.5,0.5,0.5,0.25,0.25,0.75
354,0.185,0.07641725549096538,0.5,0.5,0.5,0.25,0.5,0.25
355,0.29000000000000004,0.1975374168160286,0.5,0.5,0.5,0.25,0.5,0.5
356,0.185,0.07641725675939416,0.5,0.5,0.5,0.25,0.5,0.75
357,0.185,0.0766458877484522,0.5,0.5,0.5,0.25,0.75,0.25
358,0.28800000000000003,0.19197376500643523,0.5,0.5,0.5,0.25,0.75,0.5
359,0.184,0.08390182116716449,0.5,0.5,0.5,0.25,0.75,0.75
360,0.14800000000000002,0.009641487992681552,0.5,0.5,0.5,0.5,0.25,0.25
361,0.731,1.0,0.5,0.5,0.5,0.5,0.25,0.5
362,0.123,0.001975356833812626,0.5,0.5,0.5,0.5,0.25,0.75
363,0.121,0.001678301707611332,0.5,0.5,0.5,0.5,0.5,0.25
364,0.739,0.9729573952963226,0.5,0.5,0.5,0.5,0.5,0.5
365,0.121,0.0016783017101481895,0.5,0.5,0.5,0.5,0.5,0.75
366,0.123,0.0019753568363494833,0.5,0.5,0.5,0.5,0.75,0.25
367,0.731,1.0,0.5,0.5,0.5,0.5,0.75,0.5
368,0.14700000000000002,0.009790479666260964,0.5,0.5,0.5,0.5,0.75,0.75
369,0.184,0.08388078808119175,0.5,0.5,0.5,0.75,0.25,0.25
370,0.28800000000000003,0.19197344713818382,0.5,0.5,0.5,0.75,0.25,0.5
371,0.185,0.07664585553036127,0.5,0.5,0.5,0.75,0.25,0.75
372,0.185,0.07641725625202264,0.5,0.5,0.5,0.75,0.5,0.25
373,0.29000000000000004,0.19687072811421724,0.5,0.5,0.5,0.75,0.5,0.5
374,0.185,0.07641725574465114,0.5,0.5,0.5,0.75,0.5,0.75
375,0.185,0.07664584893453162,0.5,0.5,0.5,0.75,0.75,0.25
376,0.28800000000000003,0.19197390580202942,0.5,0.5,0.5,0.75,0.75,0.5
377,0.185,0.08428378921310462,0.5,0.5,0.5,0.75,0.75,0.75
378,0.184,0.07398312595499526,0.5,0.5,0.75,0.25,0.25,0.25
379,0.28900000000000003,0.19861275876838116,0.5,0.5,0.75,0.25,0.25,0.5
380,0.185,0.07643633012290713,0.5,0.5,0.75,0.25,0.25,0.75
381,0.185,0.07658598036470732,0.5,0.5,0.75,0.25,0.5,0.25
382,0.28700000000000003,0.20560690726035974,0.5,0.5,0.75,0.25,0.5,0.5
383,0.185,0.07658603566820199,0.5,0.5,0.75,0.25,0.5,0.75
384,0.185,0.0764377494947081,0.5,0.5,0.75,0.25,0.75,0.25
385,0.28900000000000003,0.19864903786087645,0.5,0.5,0.75,0.25,0.75,0.5
386,0.184,0.0735567512323312,0.5,0.5,0.75,0.25,0.75,0.75
387,0.09699999999999998,0.0009506517987432464,0.5,0.5,0.75,0.5,0.25,0.25
388,0.731,0.997425713650565,0.5,0.5,0.75,0.5,0.25,0.5
389,0.122,0.0016050225020406547,0.5,0.5,0.75,0.5,0.25,0.75
390,0.121,0.0017389792254984546,0.5,0.5,0.75,0.5,0.5,0.25
391,0.755,0.4783196842913247,0.5,0.5,0.75,0.5,0.5,0.5
392,0.121,0.0017389793066778965,0.5,0.5,0.75,0.5,0.5,0.75
393,0.122,0.0016044895539321848,0.5,0.5,0.75,0.5,0.75,0.25
394,0.731,0.9974296229480542,0.5,0.5,0.75,0.5,0.75,0.5
395,0.09399999999999997,0.0009512579098235474,0.5,0.5,0.75,0.5,0.75,0.75
396,0.194,0.06841577566077522,0.5,0.5,0.75,0.75,0.25,0.25
397,0.28700000000000003,0.17946250487878934,0.5,0.5,0.75,0.75,0.25,0.5
398,0.185,0.0758821685578927,0.5,0.5,0.75,0.75,0.25,0.75
399,0.182,0.07317645142391797,0.5,0.5,0.75,0.75,0.5,0.25
400,0.29400000000000004,0.17241131184681455,0.5,0.5,0.75,0.75,0.5,0.5
401,0.183,0.07355308471210971,0.5,0.5,0.75,0.75,0.5,0.75
402,0.184,0.07877081240156311,0.5,0.5,0.75,0.75,0.75,0.25
403,0.28700000000000003,0.18433722684903178,0.5,0.5,0.75,0.75,0.75,0.5
404,0.194,0.06774835304607374,0.5,0.5,0.75,0.75,0.75,0.75
405,0.866,0.022146921567373794,0.5,0.75,0.25,0.25,0.25,0.25
406,0.21400000000000002,0.06057892215726421,0.5,0.75,0.25,0.25,0.25,0.5
407,0.14700000000000002,0.018308966397954343,0.5,0.75,0.25,0.25,0.25,0.75
408,0.864,0.021770766045565042,0.5,0.75,0.25,0.25,0.5,0.25
409,0.20600000000000002,0.05750232685014271,0.5,0.75,0.25,0.25,0.5,0.5
410,0.864,0.021769447184060337,0.5,0.75,0.25,0.25,0.5,0.75
411,0.14700000000000002,0.01860401264754392,0.5,0.75,0.25,0.25,0.75,0.25
412,0.21400000000000002,0.06047295254355626,0.5,0.75,0.25,0.25,0.75,0.5
413,0.866,0.022134851782613398,0.5,0.75,0.25,0.25,0.75,0.75
414,0.592,0.07315741230798199,0.5,0.75,0.25,0.5,0.25,0.25
415,0.962,0.1432957335274273,0.5,0.75,0.25,0.5,0.25,0.5
416,0.732,0.06930897707558778,0.5,0.75,0.25,0.5,0.25,0.75
417,0.59,0.06814642125847462,0.5,0.75,0.25,0.5,0.5,0.25
418,0.964,0.13957473073838328,0.5,0.75,0.25,0.5,0.5,0.5
419,0.59,0.06814642125847462,0.5,0.75,0.25,0.5,0.5,0.75
420,0.732,0.06930880152504511,0.5,0.75,0.25,0.5,0.75,0.25
421,0.962,0.14333096870303952,0.5,0.75,0.25,0.5,0.75,0.5
422,0.592,0.07301256408384404,0.5,0.75,0.25,0.5,0.75,0.75
423,0.866,0.02187848878005364,0.5,0.75,0.25,0.75,0.25,0.25
424,0.21400000000000002,0.0599348926671171,0.5,0.75,0.25,0.75,0.25,0.5
425,0.865,0.02095721713789037,0.5,0.75,0.25,0.75,0.25,0.75
426,0.865,0.020645216688744812,0.5,0.75,0.25,0.75,0.5,0.25
427,0.20700000000000002,0.05940032781932884,0.5,0.75,0.25,0.75,0.5,0.5
428,0.865,0.020645216561901932,0.5,0.75,0.25,0.75,0.5,0.75
429,0.865,0.020957453750594348,0.5,0.75,0.25,0.75,0.75,0.25
430,0.21400000000000002,0.059934890383945304,0.5,0.75,0.25,0.75,0.75,0.5
431,0.866,0.021949772752232526,0.5,0.75,0.25,0.75,0.75,0.75
432,0.866,0.02170742740976816,0.5,0.75,0.5,0.25,0.25,0.25
433,0.21300000000000002,0.05892939496954491,0.5,0.75,0.5,0.25,0.25,0.5
434,0.865,0.02113944146783532,0.5,0.75,0.5,0.25,0.25,0.75
435,0.865,0.02091311183984374,0.5,0.75,0.5,0.25,0.5,0.25
436,0.20400000000000001,0.05559330983071801,0.5,0.75,0.5,0.25,0.5,0.5
437,0.865,0.02091311183984374,0.5,0.75,0.5,0.25,0.5,0.75
438,0.865,0.021139441493203893,0.5,0.75,0.5,0.25,0.75,0.25
439,0.21300000000000002,0.05892939496954491,0.5,0.75,0.5,0.25,0.75,0.5
440,0.866,0.02171490890711515,0.5,0.75,0.5,0.25,0.75,0.75
441,0.735,0.07064701773076462,0.5,0.75,0.5,0.5,0.25,0.25
442,0.962,0.15331084759198857,0.5,0.75,0.5,0.5,0.25,0.5
443,0.736,0.07322613248118057,0.5,0.75,0.5,0.5,0.25,0.75
444,0.733,0.07035143374347953,0.5,0.75,0.5,0.5,0.5,0.25
445,0.9630000000000001,0.14576723528781238,0.5,0.75,0.5,0.5,0.5,0.5
446,0.733,0.070368202879277,0.5,0.75,0.5,0.5,0.5,0.75
447,0.736,0.07317224810463825,0.5,0.75,0.5,0.5,0.75,0.25
448,0.962,0.15336591617363665,0.5,0.75,0.5,0.5,0.75,0.5
449,0.735,0.07065169696452131,0.5,0.75,0.5,0.5,0.75,0.75
450,0.866,0.021720925166276616,0.5,0.75,0.5,0.75,0.25,0.25
451,0.21300000000000002,0.05892939496954491,0.5,0.75,0.5,0.75,0.25,0.5
452,0.865,0.021139441493203893,0.5,0.75,0.5,0.75,0.25,0.75
453,0.865,0.02091311183984374,0.5,0.75,0.5,0.75,0.5,0.25
454,0.20400000000000001,0.055588545612233295,0.5,0.75,0.5,0.75,0.5,0.5
455,0.865,0.02091311183984374,0.5,0.75,0.5,0.75,0.5,0.75
456,0.865,0.021139441442466742,0.5,0.75,0.5,0.75,0.75,0.25
457,0.21300000000000002,0.05892939496954491,0.5,0.75,0.5,0.75,0.75,0.5
458,0.866,0.021727881838533022,0.5,0.75,0.5,0.75,0.75,0.75
459,0.866,0.021779279866356114,0.5,0.75,0.75,0.25,0.25,0.25
460,0.21400000000000002,0.05993489241343134,0.5,0.75,0.75,0.25,0.25,0.5
461,0.865,0.020957158637955192,0.5,0.75,0.75,0.25,0.25,0.75
462,0.865,0.020645216612639083,0.5,0.75,0.75,0.25,0.5,0.25
463,0.20700000000000002,0.059400824028666234,0.5,0.75,0.75,0.25,0.5,0.5
464,0.865,0.020645216764850538,0.5,0.75,0.75,0.25,0.5,0.75
465,0.865,0.020957349993120426,0.5,0.75,0.75,0.25,0.75,0.25
466,0.21400000000000002,0.05993489418923163,0.5,0.75,0.75,0.25,0.75,0.5
467,0.866,0.021935074580098513,0.5,0.75,0.75,0.25,0.75,0.75
468,0.592,0.07286333090142558,0.5,0.75,0.75,0.5,0.25,0.25
469,0.962,0.14333207604136144,0.5,0.75,0.75,0.5,0.25,0.5
470,0.732,0.06930928505009473,0.5,0.75,0.75,0.5,0.25,0.75
471,0.59,0.06814642125847462,0.5,0.75,0.75,0.5,0.5,0.25
472,0.964,0.13967238199617463,0.5,0.75,0.75,0.5,0.5,0.5
473,0.59,0.06814642125847462,0.5,0.75,0.75,0.5,0.5,0.75
474,0.732,0.06930869979705723,0.5,0.75,0.75,0.5,0.75,0.25
475,0.962,0.1432851223596542,0.5,0.75,0.75,0.5,0.75,0.5
476,0.592,0.07226012046405082,0.5,0.75,0.75,0.5,0.75,0.75
477,0.866,0.022138305638066215,0.5,0.75,0.75,0.75,0.25,0.25
478,0.21400000000000002,0.060535278820978,0.5,0.75,0.75,0.75,0.25,0.5
479,0.14700000000000002,0.01862374191557723,0.5,0.75,0.75,0.75,0.25,0.75
480,0.864,0.021793841479448038,0.5,0.75,0.75,0.75,0.5,0.25
481,0.20600000000000002,0.057495540248816666,0.5,0.75,0.75,0.75,0.5,0.5
482,0.864,0.02177710583017026,0.5,0.75,0.75,0.75,0.5,0.75
483,0.14700000000000002,0.018263900442689506,0.5,0.75,0.75,0.75,0.75,0.25
484,0.21400000000000002,0.06051793686274503,0.5,0.75,0.75,0.75,0.75,0.5
485,0.866,0.022134838464111246,0.5,0.75,0.75,0.75,0.75,0.75
486,0.866,0.02167970115493307,0.75,0.25,0.25,0.25,0.25,0.25
487,0.20800000000000002,0.05823850997407786,0.75,0.25,0.25,0.25,0.25,0.5
488,0.864,0.021404709981992343,0.75,0.25,0.25,0.25,0.25,0.75
489,0.865,0.020314712223026936,0.75,0.25,0.25,0.25,0.5,0.25
490,0.21100000000000002,0.05969065366196365,0.75,0.25,0.25,0.25,0.5,0.5
491,0.865,0.020316977205556072,0.75,0.25,0.25,0.25,0.5,0.75
492,0.864,0.021439564070862945,0.75,0.25,0.25,0.25,0.75,0.25
493,0.20900000000000002,0.058246298634137376,0.75,0.25,0.25,0.25,0.75,0.5
494,0.866,0.021679970746785238,0.75,0.25,0.25,0.25,0.75,0.75
495,0.588,0.06340478055229576,0.75,0.25,0.25,0.5,0.25,0.25
496,0.9630000000000001,0.13449366204320065,0.75,0.25,0.25,0.5,0.25,0.5
497,0.734,0.06962885654765891,0.75,0.25,0.25,0.5,0.25,0.75
498,0.733,0.06993573690794218,0.75,0.25,0.25,0.5,0.5,0.25
499,0.962,0.14727967399127712,0.75,0.25,0.25,0.5,0.5,0.5
500,0.733,0.06993684018729204,0.75,0.25,0.25,0.5,0.5,0.75
501,0.734,0.06962896334936189,0.75,0.25,0.25,0.5,0.75,0.25
502,0.9630000000000001,0.134493570462643,0.75,0.25,0.25,0.5,0.75,0.5
503,0.588,0.06340497487558433,0.75,0.25,0.25,0.5,0.75,0.75
504,0.866,0.021299511649086257,0.75,0.25,0.25,0.75,0.25,0.25
505,0.20900000000000002,0.05892793247116555,0.75,0.25,0.25,0.75,0.25,0.5
506,0.865,0.020766706238853953,0.75,0.25,0.25,0.75,0.25,0.75
507,0.865,0.020516124480971946,0.75,0.25,0.25,0.75,0.5,0.25
508,0.21100000000000002,0.06022004763300142,0.75,0.25,0.25,0.75,0.5,0.5
509,0.865,0.020516132522810388,0.75,0.25,0.25,0.75,0.5,0.75
510,0.865,0.02076670182472181,0.75,0.25,0.25,0.75,0.75,0.25
511,0.20900000000000002,0.05892792689007893,0.75,0.25,0.25,0.75,0.75,0.5
512,0.866,0.021305330718310124,0.75,0.25,0.25,0.75,0.75,0.75
513,0.866,0.02137775587049069,0.75,0.25,0.5,0.25,0.25,0.25
514,0.21700000000000003,0.052215334324174086,0.75,0.25,0.5,0.25,0.25,0.5
515,0.865,0.021110863945079713,0.75,0.25,0.5,0.25,0.25,0.75
516,0.866,0.020167095069606945,0.75,0.25,0.5,0.25,0.5,0.25
517,0.21100000000000002,0.05950552952625548,0.75,0.25,0.5,0.25,0.5,0.5
518,0.866,0.02016709514571267,0.75,0.25,0.5,0.25,0.5,0.75
519,0.865,0.021110866532674417,0.75,0.25,0.5,0.25,0.75,0.25
520,0.21700000000000003,0.0522153784654955,0.75,0.25,0.5,0.25,0.75,0.5
521,0.866,0.021377374733011916,0.75,0.25,0.5,0.25,0.75,0.75
522,0.734,0.06983182113410923,0.75,0.25,0.5,0.5,0.25,0.25
523,0.962,0.1468500787279494,0.75,0.25,0.5,0.5,0.25,0.5
524,0.733,0.06990467587774783,0.75,0.25,0.5,0.5,0.25,0.75
525,0.733,0.0698410598619461,0.75,0.25,0.5,0.5,0.5,0.25
526,0.962,0.14667402766327992,0.75,0.25,0.5,0.5,0.5,0.5
527,0.733,0.0698309000011317,0.75,0.25,0.5,0.5,0.5,0.75
528,0.733,0.06990250661085418,0.75,0.25,0.5,0.5,0.75,0.25
529,0.962,0.14684498750852612,0.75,0.25,0.5,0.5,0.75,0.5
530,0.734,0.0698701071346148,0.75,0.25,0.5,0.5,0.75,0.75
531,0.866,0.021377252228160674,0.75,0.25,0.5,0.75,0.25,0.25
532,0.21700000000000003,0.05221537491389494,0.75,0.25,0.5,0.75,0.25,0.5
533,0.865,0.021110864046554018,0.75,0.25,0.5,0.75,0.25,0.75
534,0.866,0.02016709504423837,0.75,0.25,0.5,0.75,0.5,0.25
535,0.21100000000000002,0.05950493463315928,0.75,0.25,0.5,0.75,0.5,0.5
536,0.866,0.02016709519644982,0.75,0.25,0.5,0.75,0.5,0.75
537,0.865,0.021110863666025385,0.75,0.25,0.5,0.75,0.75,0.25
538,0.21700000000000003,0.05221536679595076,0.75,0.25,0.5,0.75,0.75,0.5
539,0.866,0.02137700726919535,0.75,0.25,0.5,0.75,0.75,0.75
540,0.866,0.02130740891201762,0.75,0.25,0.75,0.25,0.25,0.25
541,0.20900000000000002,0.05892793526170886,0.75,0.25,0.75,0.25,0.25,0.5
542,0.865,0.0207667072282284,0.75,0.25,0.75,0.25,0.25,0.75
543,0.865,0.020516120624948467,0.75,0.25,0.75,0.25,0.5,0.25
544,0.21100000000000002,0.06021921300686646,0.75,0.25,0.75,0.25,0.5,0.5
545,0.865,0.02051613280186472,0.75,0.25,0.75,0.25,0.5,0.75
546,0.865,0.020766706898436918,0.75,0.25,0.75,0.25,0.75,0.25
547,0.20900000000000002,0.0589279276511362,0.75,0.25,0.75,0.25,0.75,0.5
548,0.866,0.021314407391686503,0.75,0.25,0.75,0.25,0.75,0.75
549,0.588,0.06341433308941194,0.75,0.25,0.75,0.5,0.25,0.25
550,0.9630000000000001,0.13449378279762017,0.75,0.25,0.75,0.5,0.25,0.5
551,0.734,0.06962896309567612,0.75,0.25,0.75,0.5,0.25,0.75
552,0.733,0.06993628486917366,0.75,0.25,0.75,0.5,0.5,0.25
553,0.962,0.14726929722914195,0.75,0.25,0.75,0.5,0.5,0.5
554,0.733,0.06993682116086038,0.75,0.25,0.75,0.5,0.5,0.75
555,0.734,0.0696288882583783,0.75,0.25,0.75,0.5,0.75,0.25
556,0.9630000000000001,0.1344937325678406,0.75,0.25,0.75,0.5,0.75,0.5
557,0.588,0.06340630774054273,0.75,0.25,0.75,0.5,0.75,0.75
558,0.866,0.02168720903559861,0.75,0.25,0.75,0.75,0.25,0.25
559,0.20800000000000002,0.05834855783998817,0.75,0.25,0.75,0.75,0.25,0.5
560,0.864,0.021320515256774215,0.75,0.25,0.75,0.75,0.25,0.75
561,0.865,0.020319895276693672,0.75,0.25,0.75,0.75,0.5,0.25
562,0.21100000000000002,0.05966719762334195,0.75,0.25,0.75,0.75,0.5,0.5
563,0.865,0.02031388419272161,0.75,0.25,0.75,0.75,0.5,0.75
564,0.864,0.021470485751471917,0.75,0.25,0.75,0.75,0.75,0.25
565,0.20900000000000002,0.058257994054828656,0.75,0.25,0.75,0.75,0.75,0.5
566,0.866,0.02168178711142468,0.75,0.25,0.75,0.75,0.75,0.75
567,0.185,0.07615830677097607,0.75,0.5,0.25,0.25,0.25,0.25
568,0.28600000000000003,0.18994871440570366,0.75,0.5,0.25,0.25,0.25,0.5
569,0.181,0.07238211033320657,0.75,0.5,0.25,0.25,0.25,0.75
570,0.184,0.07446118255447405,0.75,0.5,0.25,0.25,0.5,0.25
571,0.28700000000000003,0.22325117849527365,0.75,0.5,0.25,0.25,0.5,0.5
572,0.184,0.07446114171106745,0.75,0.5,0.25,0.25,0.5,0.75
573,0.181,0.07236804802441825,0.75,0.5,0.25,0.25,0.75,0.25
574,0.28600000000000003,0.18995134817121526,0.75,0.5,0.25,0.25,0.75,0.5
575,0.185,0.07625906897718478,0.75,0.5,0.25,0.25,0.75,0.75
576,0.123,0.004089966827061261,0.75,0.5,0.25,0.5,0.25,0.25
577,0.731,0.9900737101973741,0.75,0.5,0.25,0.5,0.25,0.5
578,0.122,0.001710597347734201,0.75,0.5,0.25,0.5,0.25,0.75
579,0.122,0.0016448948782167706,0.75,0.5,0.25,0.5,0.5,0.25
580,0.731,0.9968929456589816,0.75,0.5,0.25,0.5,0.5,0.5
581,0.122,0.0016448948579219102,0.75,0.5,0.25,0.5,0.5,0.75
582,0.122,0.0017105977460208368,0.75,0.5,0.25,0.5,0.75,0.25
583,0.731,0.9900737076605166,0.75,0.5,0.25,0.5,0.75,0.5
584,0.123,0.00408996342767214,0.75,0.5,0.25,0.5,0.75,0.75
585,0.186,0.07524749981843076,0.75,0.5,0.25,0.75,0.25,0.25
586,0.28800000000000003,0.20093035191787736,0.75,0.5,0.25,0.75,0.25,0.5
587,0.185,0.07599983993443583,0.75,0.5,0.25,0.75,0.25,0.75
588,0.185,0.07607989656298193,0.75,0.5,0.25,0.75,0.5,0.25
589,0.28,0.16053219679273675,0.75,0.5,0.25,0.75,0.5,0.5
590,0.185,0.07607989630929617,0.75,0.5,0.25,0.75,0.5,0.75
591,0.185,0.07599984018812159,0.75,0.5,0.25,0.75,0.75,0.25
592,0.28800000000000003,0.20093039276128397,0.75,0.5,0.25,0.75,0.75,0.5
593,0.186,0.07524750539951738,0.75,0.5,0.25,0.75,0.75,0.75
594,0.186,0.07442049491092295,0.75,0.5,0.5,0.25,0.25,0.25
595,0.28400000000000003,0.18684460890790486,0.75,0.5,0.5,0.25,0.25,0.5
596,0.185,0.07630660106241412,0.75,0.5,0.5,0.25,0.25,0.75
597,0.185,0.07648537696578142,0.75,0.5,0.5,0.25,0.5,0.25
598,0.28600000000000003,0.1992307258524565,0.75,0.5,0.5,0.25,0.5,0.5
599,0.185,0.07648537696578142,0.75,0.5,0.5,0.25,0.5,0.75
600,0.185,0.07630660030135686,0.75,0.5,0.5,0.25,0.75,0.25
601,0.28400000000000003,0.18684460890790486,0.75,0.5,0.5,0.25,0.75,0.5
602,0.186,0.0744204850171785,0.75,0.5,0.5,0.25,0.75,0.75
603,0.119,0.007546126431485614,0.75,0.5,0.5,0.5,0.25,0.25
604,0.73,0.9846301263336542,0.75,0.5,0.5,0.5,0.25,0.5
605,0.122,0.001709964597112735,0.75,0.5,0.5,0.5,0.25,0.75
606,0.122,0.0017360266632455619,0.75,0.5,0.5,0.5,0.5,0.25
607,0.731,0.9990975154623435,0.75,0.5,0.5,0.5,0.5,0.5
608,0.122,0.0017362211996301638,0.75,0.5,0.5,0.5,0.5,0.75
609,0.122,0.0017099036998471729,0.75,0.5,0.5,0.5,0.75,0.25
610,0.73,0.98463087724349,0.75,0.5,0.5,0.5,0.75,0.5
611,0.12,0.007426023476977844,0.75,0.5,0.5,0.5,0.75,0.75
612,0.186,0.07442048907615059,0.75,0.5,0.5,0.75,0.25,0.25
613,0.28400000000000003,0.18684460890790486,0.75,0.5,0.5,0.75,0.25,0.5
614,0.185,0.07630660106241412,0.75,0.5,0.5,0.75,0.25,0.75
615,0.185,0.07648537696578142,0.75,0.5,0.5,0.75,0.5,0.25
616,0.28600000000000003,0.19923032959530673,0.75,0.5,0.5,0.75,0.5,0.5
617,0.185,0.07648537696578142,0.75,0.5,0.5,0.75,0.5,0.75
618,0.185,0.07630659979398534,0.75,0.5,0.5,0.75,0.75,0.25
619,0.28400000000000003,0.18684460890790486,0.75,0.5,0.5,0.75,0.75,0.5
620,0.186,0.07442049719409476,0.75,0.5,0.5,0.75,0.75,0.75
621,0.186,0.07524754294500915,0.75,0.5,0.75,0.25,0.25,0.25
622,0.28800000000000003,0.2009303483662768,0.75,0.5,0.75,0.25,0.25,0.5
623,0.185,0.07599984171023612,0.75,0.5,0.75,0.25,0.25,0.75
624,0.185,0.07607989630929617,0.75,0.5,0.75,0.25,0.5,0.25
625,0.28,0.16053468544999636,0.75,0.5,0.75,0.25,0.5,0.5
626,0.185,0.07607989656298193,0.75,0.5,0.75,0.25,0.5,0.75
627,0.185,0.07599984145655037,0.75,0.5,0.75,0.25,0.75,0.25
628,0.28800000000000003,0.20093047571652597,0.75,0.5,0.75,0.25,0.75,0.5
629,0.186,0.07524767815951676,0.75,0.5,0.75,0.25,0.75,0.75
630,0.123,0.00408989343577225,0.75,0.5,0.75,0.5,0.25,0.25
631,0.731,0.9900737228816618,0.75,0.5,0.75,0.5,0.25,0.5
632,0.122,0.0017105975887356684,0.75,0.5,0.75,0.5,0.25,0.75
633,0.122,0.001644894880753628,0.75,0.5,0.75,0.5,0.5,0.25
634,0.731,0.9968936331473784,0.75,0.5,0.75,0.5,0.5,0.5
635,0.122,0.0016448948706061979,0.75,0.5,0.75,0.5,0.5,0.75
636,0.122,0.0017105972132807506,0.75,0.5,0.75,0.5,0.75,0.25
637,0.731,0.990073705123659,0.75,0.5,0.75,0.5,0.75,0.5
638,0.123,0.004089939733422594,0.75,0.5,0.75,0.5,0.75,0.75
639,0.185,0.0761156360658757,0.75,0.5,0.75,0.75,0.25,0.25
640,0.28600000000000003,0.18995220258483916,0.75,0.5,0.75,0.75,0.25,0.5
641,0.181,0.07231891619681592,0.75,0.5,0.75,0.75,0.25,0.75
642,0.184,0.07446113714472385,0.75,0.5,0.75,0.75,0.5,0.25
643,0.28700000000000003,0.22318483687971685,0.75,0.5,0.75,0.75,0.5,0.5
644,0.184,0.07446119117978973,0.75,0.5,0.75,0.75,0.5,0.75
645,0.181,0.07232091346476746,0.75,0.5,0.75,0.75,0.75,0.25
646,0.28600000000000003,0.18994970733174996,0.75,0.5,0.75,0.75,0.75,0.5
647,0.185,0.07598922115609008,0.75,0.5,0.75,0.75,0.75,0.75
648,0.874,0.01989248353739904,0.75,0.75,0.25,0.25,0.25,0.25
649,0.21300000000000002,0.060608320784704024,0.75,0.75,0.25,0.25,0.25,0.5
650,0.866,0.020156123541218433,0.75,0.75,0.25,0.25,0.25,0.75
651,0.867,0.019701929968418585,0.75,0.75,0.25,0.25,0.5,0.25
652,0.21999999999999997,0.05991097771096405,0.75,0.75,0.25,0.25,0.5,0.5
653,0.867,0.01966929923224467,0.75,0.75,0.25,0.25,0.5,0.75
654,0.866,0.020160283328022548,0.75,0.75,0.25,0.25,0.75,0.25
655,0.21300000000000002,0.06051751878862028,0.75,0.75,0.25,0.25,0.75,0.5
656,0.873,0.020367519120060722,0.75,0.75,0.25,0.25,0.75,0.75
657,0.755,0.03429944834687973,0.75,0.75,0.25,0.5,0.25,0.25
658,0.962,0.1456147432581812,0.75,0.75,0.25,0.5,0.25,0.5
659,0.733,0.06953500702459663,0.75,0.75,0.25,0.5,0.25,0.75
660,0.591,0.06944624136407074,0.75,0.75,0.25,0.5,0.5,0.25
661,0.986,0.07071031156565713,0.75,0.75,0.25,0.5,0.5,0.5
662,0.591,0.06943084086292316,0.75,0.75,0.25,0.5,0.5,0.75
663,0.733,0.06915337181436745,0.75,0.75,0.25,0.5,0.75,0.25
664,0.9610000000000001,0.1455993797951539,0.75,0.75,0.25,0.5,0.75,0.5
665,0.755,0.03413119913392901,0.75,0.75,0.25,0.5,0.75,0.75
666,0.868,0.021960335948029285,0.75,0.75,0.25,0.75,0.25,0.25
667,0.21200000000000002,0.06312777853921557,0.75,0.75,0.25,0.75,0.25,0.5
668,0.864,0.02188118112160617,0.75,0.75,0.25,0.75,0.25,0.75
669,0.864,0.021110955956903165,0.75,0.75,0.25,0.75,0.5,0.25
670,0.22099999999999997,0.058620550066772505,0.75,0.75,0.25,0.75,0.5,0.5
671,0.864,0.021111312842023732,0.75,0.75,0.25,0.75,0.5,0.75
672,0.864,0.021788396038604586,0.75,0.75,0.25,0.75,0.75,0.25
673,0.21200000000000002,0.06300357526184473,0.75,0.75,0.25,0.75,0.75,0.5
674,0.868,0.021990566893063702,0.75,0.75,0.25,0.75,0.75,0.75
675,0.865,0.021100653803748617,0.75,0.75,0.5,0.25,0.25,0.25
676,0.21300000000000002,0.06072282717776391,0.75,0.75,0.5,0.25,0.25,0.5
677,0.868,0.019077706765300094,0.75,0.75,0.5,0.25,0.25,0.75
678,0.14900000000000002,0.017403042515670125,0.75,0.75,0.5,0.25,0.5,0.25
679,0.21500000000000002,0.054590131328320864,0.75,0.75,0.5,0.25,0.5,0.5
680,0.14900000000000002,0.017402158725235775,0.75,0.75,0.5,0.25,0.5,0.75
681,0.868,0.01909060300751414,0.75,0.75,0.5,0.25,0.75,0.25
682,0.21300000000000002,0.0607214364724533,0.75,0.75,0.5,0.25,0.75,0.5
683,0.865,0.02109585914297326,0.75,0.75,0.5,0.25,0.75,0.75
684,0.6,0.06731751852783133,0.75,0.75,0.5,0.5,0.25,0.25
685,0.9610000000000001,0.14393958518385994,0.75,0.75,0.5,0.5,0.25,0.5
686,0.734,0.06912879905105089,0.75,0.75,0.5,0.5,0.25,0.75
687,0.734,0.07057463408157363,0.75,0.75,0.5,0.5,0.5,0.25
688,0.969,0.13121135726975636,0.75,0.75,0.5,0.5,0.5,0.5
