,main_maximum,all_maxima,no_of_max,k6a1,k6a2,k11,k12,k9a1,k9a2,Energy_highest_max_normalized,Energy_all_max_normalized
240,0.728,"[-0.93  -0.774 -0.714 -0.628 -0.486 -0.424 -0.166 -0.084 -0.032  0.116
  0.202  0.272  0.456  0.504  0.578  0.728  0.812  0.864  0.908]",19,0.25,0.75,0.75,0.75,0.75,0.25,0.864,"[0.035 0.113 0.143 0.186 0.257 0.288 0.417 0.458 0.484 0.558 0.601 0.636
 0.728 0.752 0.789 0.864 0.906 0.932 0.954]"
241,-0.584,[-0.584 -0.042  0.034  0.598  0.656],5,0.25,0.75,0.75,0.75,0.75,0.5,0.20800000000000002,[0.208 0.479 0.517 0.799 0.828]
242,0.732,"[-0.93  -0.776 -0.702 -0.63  -0.492 -0.422 -0.344 -0.166 -0.084 -0.03
  0.118  0.202  0.27   0.454  0.508  0.582  0.732  0.814  0.86 ]",19,0.25,0.75,0.75,0.75,0.75,0.75,0.866,"[0.035 0.112 0.149 0.185 0.254 0.289 0.328 0.417 0.458 0.485 0.559 0.601
 0.635 0.727 0.754 0.791 0.866 0.907 0.93 ]"
243,0.732,"[-0.932 -0.784 -0.7   -0.632 -0.502 -0.42  -0.166 -0.106 -0.084 -0.028
  0.118  0.202  0.256  0.454  0.51   0.57   0.732  0.852  0.892]",19,0.5,0.25,0.25,0.25,0.25,0.25,0.866,"[0.034 0.108 0.15  0.184 0.249 0.29  0.417 0.447 0.458 0.486 0.559 0.601
 0.628 0.727 0.755 0.785 0.866 0.926 0.946]"
244,-0.572,[-0.572 -0.052  0.036  0.6    0.658],5,0.5,0.25,0.25,0.25,0.25,0.5,0.21400000000000002,[0.214 0.474 0.518 0.8   0.829]
245,-0.706,"[-0.922 -0.778 -0.706 -0.628 -0.49  -0.42  -0.342 -0.176 -0.086 -0.03
  0.118  0.196  0.266  0.454  0.508  0.578  0.742  0.86 ]",18,0.5,0.25,0.25,0.25,0.25,0.75,0.14700000000000002,"[0.039 0.111 0.147 0.186 0.255 0.29  0.329 0.412 0.457 0.485 0.559 0.598
 0.633 0.727 0.754 0.789 0.871 0.93 ]"
246,0.728,"[-0.92  -0.776 -0.704 -0.626 -0.484 -0.424 -0.342 -0.164 -0.084 -0.032
  0.116  0.2    0.274  0.454  0.504  0.582  0.728  0.868  0.906]",19,0.5,0.25,0.25,0.25,0.5,0.25,0.864,"[0.04  0.112 0.148 0.187 0.258 0.288 0.329 0.418 0.458 0.484 0.558 0.6
 0.637 0.727 0.752 0.791 0.864 0.934 0.953]"
247,-0.588,[-0.588 -0.042  0.036  0.6    0.654],5,0.5,0.25,0.25,0.25,0.5,0.5,0.20600000000000002,[0.206 0.479 0.518 0.8   0.827]
248,0.728,"[-0.92  -0.776 -0.704 -0.626 -0.484 -0.424 -0.342 -0.164 -0.084 -0.032
  0.118  0.2    0.274  0.454  0.506  0.58   0.728  0.868  0.906]",19,0.5,0.25,0.25,0.25,0.5,0.75,0.864,"[0.04  0.112 0.148 0.187 0.258 0.288 0.329 0.418 0.458 0.484 0.559 0.6
 0.637 0.727 0.753 0.79  0.864 0.934 0.953]"
249,-0.706,"[-0.92  -0.78  -0.706 -0.628 -0.492 -0.42  -0.342 -0.176 -0.094 -0.028
  0.118  0.194  0.266  0.454  0.506  0.576  0.742  0.86   0.904]",19,0.5,0.25,0.25,0.25,0.75,0.25,0.14700000000000002,"[0.04  0.11  0.147 0.186 0.254 0.29  0.329 0.412 0.453 0.486 0.559 0.597
 0.633 0.727 0.753 0.788 0.871 0.93  0.952]"
250,-0.572,[-0.572 -0.052  0.036  0.6    0.658],5,0.5,0.25,0.25,0.25,0.75,0.5,0.21400000000000002,[0.214 0.474 0.518 0.8   0.829]
251,0.732,"[-0.932 -0.784 -0.7   -0.632 -0.502 -0.42  -0.166 -0.106 -0.082 -0.028
  0.118  0.202  0.256  0.454  0.51   0.572  0.732  0.852  0.892]",19,0.5,0.25,0.25,0.25,0.75,0.75,0.866,"[0.034 0.108 0.15  0.184 0.249 0.29  0.417 0.447 0.459 0.486 0.559 0.601
 0.628 0.727 0.755 0.786 0.866 0.926 0.946]"
252,0.184,[-0.124  0.184  0.466  0.808  0.858],5,0.5,0.25,0.25,0.5,0.25,0.25,0.592,[0.438 0.592 0.733 0.904 0.929]
253,0.924,[-0.836  0.924],2,0.5,0.25,0.25,0.5,0.25,0.5,0.962,[0.082 0.962]
254,0.464,[-0.126  0.182  0.464  0.808  0.854],5,0.5,0.25,0.25,0.5,0.25,0.75,0.732,[0.437 0.591 0.732 0.904 0.927]
255,0.18,[-0.126  0.18   0.466  0.81   0.854],5,0.5,0.25,0.25,0.5,0.5,0.25,0.59,[0.437 0.59  0.733 0.905 0.927]
256,0.928,[-0.84   0.928],2,0.5,0.25,0.25,0.5,0.5,0.5,0.964,[0.08  0.964]
257,0.18,[-0.126  0.18   0.466  0.81   0.854],5,0.5,0.25,0.25,0.5,0.5,0.75,0.59,[0.437 0.59  0.733 0.905 0.927]
258,0.464,[-0.126  0.182  0.464  0.808  0.854],5,0.5,0.25,0.25,0.5,0.75,0.25,0.732,[0.437 0.591 0.732 0.904 0.927]
259,0.924,[-0.836  0.924],2,0.5,0.25,0.25,0.5,0.75,0.5,0.962,[0.082 0.962]
260,0.184,[-0.122  0.184  0.466  0.808  0.858],5,0.5,0.25,0.25,0.5,0.75,0.75,0.592,[0.439 0.592 0.733 0.904 0.929]
261,0.732,"[-0.926 -0.774 -0.706 -0.632 -0.488 -0.426 -0.342 -0.17  -0.096 -0.072
 -0.034  0.114  0.214  0.274  0.456  0.502  0.584  0.732  0.864]",19,0.5,0.25,0.25,0.75,0.25,0.25,0.866,"[0.037 0.113 0.147 0.184 0.256 0.287 0.329 0.415 0.452 0.464 0.483 0.557
 0.607 0.637 0.728 0.751 0.792 0.866 0.932]"
262,-0.572,[-0.572 -0.046  0.034  0.596  0.658],5,0.5,0.25,0.25,0.75,0.25,0.5,0.21400000000000002,[0.214 0.477 0.517 0.798 0.829]
263,0.73,"[-0.93  -0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.118  0.204  0.258  0.456  0.506  0.586  0.73   0.812  0.864  0.91 ]",20,0.5,0.25,0.25,0.75,0.25,0.75,0.865,"[0.035 0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.559 0.602
 0.629 0.728 0.753 0.793 0.865 0.906 0.932 0.955]"
264,0.73,"[-0.932 -0.774 -0.706 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.12   0.142  0.204  0.274  0.456  0.508  0.586  0.73   0.812  0.864
  0.91 ]",21,0.5,0.25,0.25,0.75,0.5,0.25,0.865,"[0.034 0.113 0.147 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.56  0.571
 0.602 0.637 0.728 0.754 0.793 0.865 0.906 0.932 0.955]"
265,-0.586,[-0.586 -0.048  0.04   0.582  0.658],5,0.5,0.25,0.25,0.75,0.5,0.5,0.20700000000000002,[0.207 0.476 0.52  0.791 0.829]
266,0.73,"[-0.932 -0.774 -0.706 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.12   0.142  0.204  0.274  0.456  0.508  0.586  0.73   0.812  0.864
  0.91 ]",21,0.5,0.25,0.25,0.75,0.5,0.75,0.865,"[0.034 0.113 0.147 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.56  0.571
 0.602 0.637 0.728 0.754 0.793 0.865 0.906 0.932 0.955]"
267,0.73,"[-0.93  -0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.118  0.204  0.258  0.456  0.506  0.586  0.73   0.812  0.864  0.91 ]",20,0.5,0.25,0.25,0.75,0.75,0.25,0.865,"[0.035 0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.559 0.602
 0.629 0.728 0.753 0.793 0.865 0.906 0.932 0.955]"
268,-0.572,[-0.572 -0.046  0.034  0.596  0.658],5,0.5,0.25,0.25,0.75,0.75,0.5,0.21400000000000002,[0.214 0.477 0.517 0.798 0.829]
269,0.732,"[-0.926 -0.774 -0.706 -0.632 -0.488 -0.426 -0.17  -0.072 -0.034  0.114
  0.214  0.274  0.456  0.502  0.584  0.732  0.818  0.862  0.908]",19,0.5,0.25,0.25,0.75,0.75,0.75,0.866,"[0.037 0.113 0.147 0.184 0.256 0.287 0.415 0.464 0.483 0.557 0.607 0.637
 0.728 0.751 0.792 0.866 0.909 0.931 0.954]"
270,0.732,"[-0.924 -0.774 -0.706 -0.632 -0.488 -0.424 -0.34  -0.162 -0.086 -0.034
  0.122  0.2    0.274  0.456  0.51   0.544  0.586  0.732  0.864]",19,0.5,0.25,0.5,0.25,0.25,0.25,0.866,"[0.038 0.113 0.147 0.184 0.256 0.288 0.33  0.419 0.457 0.483 0.561 0.6
 0.637 0.728 0.755 0.772 0.793 0.866 0.932]"
271,-0.574,[-0.574 -0.046  0.032  0.598  0.658],5,0.5,0.25,0.5,0.25,0.25,0.5,0.21300000000000002,[0.213 0.477 0.516 0.799 0.829]
272,0.73,"[-0.932 -0.774 -0.702 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.034
  0.116  0.206  0.274  0.456  0.506  0.588  0.73   0.81   0.864  0.908]",20,0.5,0.25,0.5,0.25,0.25,0.75,0.865,"[0.034 0.113 0.149 0.186 0.256 0.288 0.33  0.415 0.458 0.483 0.558 0.603
 0.637 0.728 0.753 0.794 0.865 0.905 0.932 0.954]"
273,0.73,"[-0.93  -0.774 -0.706 -0.628 -0.488 -0.424 -0.338 -0.176 -0.08  -0.032
  0.116  0.202  0.274  0.456  0.506  0.586  0.73   0.81   0.864  0.908]",20,0.5,0.25,0.5,0.25,0.5,0.25,0.865,"[0.035 0.113 0.147 0.186 0.256 0.288 0.331 0.412 0.46  0.484 0.558 0.601
 0.637 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
274,-0.592,[-0.592 -0.046  0.034  0.602  0.66 ],5,0.5,0.25,0.5,0.25,0.5,0.5,0.20400000000000001,[0.204 0.477 0.517 0.801 0.83 ]
275,0.73,"[-0.93  -0.774 -0.706 -0.628 -0.488 -0.424 -0.338 -0.176 -0.08  -0.032
  0.116  0.202  0.274  0.456  0.506  0.586  0.73   0.81   0.864  0.908]",20,0.5,0.25,0.5,0.25,0.5,0.75,0.865,"[0.035 0.113 0.147 0.186 0.256 0.288 0.331 0.412 0.46  0.484 0.558 0.601
 0.637 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
276,0.73,"[-0.932 -0.774 -0.702 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.034
  0.116  0.206  0.274  0.456  0.506  0.588  0.73   0.81   0.864  0.908]",20,0.5,0.25,0.5,0.25,0.75,0.25,0.865,"[0.034 0.113 0.149 0.186 0.256 0.288 0.33  0.415 0.458 0.483 0.558 0.603
 0.637 0.728 0.753 0.794 0.865 0.905 0.932 0.954]"
277,-0.574,[-0.574 -0.046  0.032  0.598  0.658],5,0.5,0.25,0.5,0.25,0.75,0.5,0.21300000000000002,[0.213 0.477 0.516 0.799 0.829]
278,0.732,"[-0.924 -0.774 -0.706 -0.632 -0.488 -0.424 -0.34  -0.162 -0.086 -0.034
  0.122  0.2    0.274  0.456  0.51   0.586  0.732  0.864]",18,0.5,0.25,0.5,0.25,0.75,0.75,0.866,"[0.038 0.113 0.147 0.184 0.256 0.288 0.33  0.419 0.457 0.483 0.561 0.6
 0.637 0.728 0.755 0.793 0.866 0.932]"
279,0.47,[-0.12   0.188  0.47   0.806  0.858],5,0.5,0.25,0.5,0.5,0.25,0.25,0.735,[0.44  0.594 0.735 0.903 0.929]
280,0.924,[-0.842  0.924],2,0.5,0.25,0.5,0.5,0.25,0.5,0.962,[0.079 0.962]
281,0.472,[-0.12   0.184  0.472  0.808  0.86 ],5,0.5,0.25,0.5,0.5,0.25,0.75,0.736,[0.44  0.592 0.736 0.904 0.93 ]
282,0.466,[-0.128  0.184  0.466  0.808  0.854],5,0.5,0.25,0.5,0.5,0.5,0.25,0.733,[0.436 0.592 0.733 0.904 0.927]
283,0.926,[-0.832  0.926],2,0.5,0.25,0.5,0.5,0.5,0.5,0.9630000000000001,[0.084 0.963]
284,0.466,[-0.126  0.186  0.466  0.808  0.854],5,0.5,0.25,0.5,0.5,0.5,0.75,0.733,[0.437 0.593 0.733 0.904 0.927]
285,0.472,[-0.12   0.184  0.472  0.808  0.86 ],5,0.5,0.25,0.5,0.5,0.75,0.25,0.736,[0.44  0.592 0.736 0.904 0.93 ]
286,0.924,[-0.842  0.924],2,0.5,0.25,0.5,0.5,0.75,0.5,0.962,[0.079 0.962]
287,0.47,[-0.12   0.188  0.47   0.806  0.858],5,0.5,0.25,0.5,0.5,0.75,0.75,0.735,[0.44  0.594 0.735 0.903 0.929]
288,0.732,"[-0.924 -0.774 -0.706 -0.632 -0.488 -0.424 -0.34  -0.162 -0.086 -0.034
  0.122  0.2    0.274  0.456  0.51   0.586  0.732  0.864]",18,0.5,0.25,0.5,0.75,0.25,0.25,0.866,"[0.038 0.113 0.147 0.184 0.256 0.288 0.33  0.419 0.457 0.483 0.561 0.6
 0.637 0.728 0.755 0.793 0.866 0.932]"
289,-0.574,[-0.574 -0.046  0.032  0.598  0.658],5,0.5,0.25,0.5,0.75,0.25,0.5,0.21300000000000002,[0.213 0.477 0.516 0.799 0.829]
290,0.73,"[-0.932 -0.774 -0.702 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.034
  0.116  0.206  0.274  0.456  0.506  0.588  0.73   0.81   0.864  0.908]",20,0.5,0.25,0.5,0.75,0.25,0.75,0.865,"[0.034 0.113 0.149 0.186 0.256 0.288 0.33  0.415 0.458 0.483 0.558 0.603
 0.637 0.728 0.753 0.794 0.865 0.905 0.932 0.954]"
291,0.73,"[-0.93  -0.774 -0.706 -0.628 -0.488 -0.424 -0.338 -0.176 -0.08  -0.032
  0.116  0.202  0.274  0.456  0.506  0.586  0.73   0.81   0.864  0.908]",20,0.5,0.25,0.5,0.75,0.5,0.25,0.865,"[0.035 0.113 0.147 0.186 0.256 0.288 0.331 0.412 0.46  0.484 0.558 0.601
 0.637 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
292,-0.592,[-0.592 -0.046  0.034  0.602  0.66 ],5,0.5,0.25,0.5,0.75,0.5,0.5,0.20400000000000001,[0.204 0.477 0.517 0.801 0.83 ]
293,0.73,"[-0.93  -0.774 -0.706 -0.628 -0.488 -0.424 -0.338 -0.176 -0.08  -0.032
  0.116  0.202  0.274  0.456  0.506  0.586  0.73   0.81   0.864  0.908]",20,0.5,0.25,0.5,0.75,0.5,0.75,0.865,"[0.035 0.113 0.147 0.186 0.256 0.288 0.331 0.412 0.46  0.484 0.558 0.601
 0.637 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
294,0.73,"[-0.932 -0.774 -0.702 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.034
  0.116  0.206  0.274  0.456  0.506  0.588  0.73   0.81   0.864  0.908]",20,0.5,0.25,0.5,0.75,0.75,0.25,0.865,"[0.034 0.113 0.149 0.186 0.256 0.288 0.33  0.415 0.458 0.483 0.558 0.603
 0.637 0.728 0.753 0.794 0.865 0.905 0.932 0.954]"
295,-0.574,[-0.574 -0.046  0.032  0.598  0.658],5,0.5,0.25,0.5,0.75,0.75,0.5,0.21300000000000002,[0.213 0.477 0.516 0.799 0.829]
296,0.732,"[-0.924 -0.774 -0.706 -0.632 -0.488 -0.424 -0.34  -0.162 -0.086 -0.034
  0.122  0.2    0.274  0.456  0.51   0.586  0.732  0.864]",18,0.5,0.25,0.5,0.75,0.75,0.75,0.866,"[0.038 0.113 0.147 0.184 0.256 0.288 0.33  0.419 0.457 0.483 0.561 0.6
 0.637 0.728 0.755 0.793 0.866 0.932]"
297,0.732,"[-0.926 -0.774 -0.706 -0.632 -0.488 -0.426 -0.344 -0.17  -0.072 -0.034
  0.114  0.214  0.274  0.456  0.502  0.584  0.732  0.822  0.864]",19,0.5,0.25,0.75,0.25,0.25,0.25,0.866,"[0.037 0.113 0.147 0.184 0.256 0.287 0.328 0.415 0.464 0.483 0.557 0.607
 0.637 0.728 0.751 0.792 0.866 0.911 0.932]"
298,-0.572,[-0.572 -0.046  0.034  0.596  0.658],5,0.5,0.25,0.75,0.25,0.25,0.5,0.21400000000000002,[0.214 0.477 0.517 0.798 0.829]
299,0.73,"[-0.93  -0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.118  0.204  0.258  0.456  0.506  0.586  0.73   0.812  0.864  0.91 ]",20,0.5,0.25,0.75,0.25,0.25,0.75,0.865,"[0.035 0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.559 0.602
 0.629 0.728 0.753 0.793 0.865 0.906 0.932 0.955]"
300,0.73,"[-0.932 -0.774 -0.706 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.12   0.142  0.204  0.274  0.456  0.508  0.586  0.73   0.812  0.864
  0.91 ]",21,0.5,0.25,0.75,0.25,0.5,0.25,0.865,"[0.034 0.113 0.147 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.56  0.571
 0.602 0.637 0.728 0.754 0.793 0.865 0.906 0.932 0.955]"
301,-0.586,[-0.586 -0.048  0.04   0.582  0.658],5,0.5,0.25,0.75,0.25,0.5,0.5,0.20700000000000002,[0.207 0.476 0.52  0.791 0.829]
302,0.73,"[-0.932 -0.774 -0.706 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.12   0.142  0.204  0.274  0.456  0.508  0.586  0.73   0.812  0.864
  0.91 ]",21,0.5,0.25,0.75,0.25,0.5,0.75,0.865,"[0.034 0.113 0.147 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.56  0.571
 0.602 0.637 0.728 0.754 0.793 0.865 0.906 0.932 0.955]"
303,0.73,"[-0.93  -0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.086 -0.032
  0.118  0.204  0.258  0.456  0.506  0.586  0.73   0.812  0.864  0.91 ]",20,0.5,0.25,0.75,0.25,0.75,0.25,0.865,"[0.035 0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.457 0.484 0.559 0.602
 0.629 0.728 0.753 0.793 0.865 0.906 0.932 0.955]"
304,-0.572,[-0.572 -0.046  0.034  0.596  0.658],5,0.5,0.25,0.75,0.25,0.75,0.5,0.21400000000000002,[0.214 0.477 0.517 0.798 0.829]
305,0.732,"[-0.926 -0.774 -0.706 -0.632 -0.488 -0.426 -0.342 -0.17  -0.072 -0.034
  0.114  0.214  0.274  0.456  0.502  0.584  0.732  0.864]",18,0.5,0.25,0.75,0.25,0.75,0.75,0.866,"[0.037 0.113 0.147 0.184 0.256 0.287 0.329 0.415 0.464 0.483 0.557 0.607
 0.637 0.728 0.751 0.792 0.866 0.932]"
306,0.184,[-0.124  0.184  0.466  0.808  0.856],5,0.5,0.25,0.75,0.5,0.25,0.25,0.592,[0.438 0.592 0.733 0.904 0.928]
307,0.924,[-0.836  0.924],2,0.5,0.25,0.75,0.5,0.25,0.5,0.962,[0.082 0.962]
308,0.464,[-0.126  0.182  0.464  0.808  0.854],5,0.5,0.25,0.75,0.5,0.25,0.75,0.732,[0.437 0.591 0.732 0.904 0.927]
309,0.18,[-0.126  0.18   0.466  0.81   0.854],5,0.5,0.25,0.75,0.5,0.5,0.25,0.59,[0.437 0.59  0.733 0.905 0.927]
310,0.928,[-0.838  0.928],2,0.5,0.25,0.75,0.5,0.5,0.5,0.964,[0.081 0.964]
311,0.18,[-0.126  0.18   0.466  0.81   0.854],5,0.5,0.25,0.75,0.5,0.5,0.75,0.59,[0.437 0.59  0.733 0.905 0.927]
312,0.464,[-0.126  0.182  0.464  0.808  0.854],5,0.5,0.25,0.75,0.5,0.75,0.25,0.732,[0.437 0.591 0.732 0.904 0.927]
313,0.924,[-0.836  0.924],2,0.5,0.25,0.75,0.5,0.75,0.5,0.962,[0.082 0.962]
314,0.184,[-0.124  0.184  0.466  0.808  0.858],5,0.5,0.25,0.75,0.5,0.75,0.75,0.592,[0.438 0.592 0.733 0.904 0.929]
315,0.732,"[-0.932 -0.784 -0.7   -0.632 -0.502 -0.42  -0.166 -0.106 -0.084 -0.028
  0.118  0.202  0.256  0.454  0.51   0.57   0.732  0.852  0.892]",19,0.5,0.25,0.75,0.75,0.25,0.25,0.866,"[0.034 0.108 0.15  0.184 0.249 0.29  0.417 0.447 0.458 0.486 0.559 0.601
 0.628 0.727 0.755 0.785 0.866 0.926 0.946]"
316,-0.572,[-0.572 -0.052  0.036  0.6    0.658],5,0.5,0.25,0.75,0.75,0.25,0.5,0.21400000000000002,[0.214 0.474 0.518 0.8   0.829]
317,-0.704,"[-0.922 -0.78  -0.704 -0.628 -0.49  -0.42  -0.344 -0.176 -0.084 -0.028
  0.118  0.196  0.234  0.266  0.454  0.506  0.576  0.74   0.86 ]",19,0.5,0.25,0.75,0.75,0.25,0.75,0.14800000000000002,"[0.039 0.11  0.148 0.186 0.255 0.29  0.328 0.412 0.458 0.486 0.559 0.598
 0.617 0.633 0.727 0.753 0.788 0.87  0.93 ]"
318,0.728,"[-0.92  -0.776 -0.704 -0.626 -0.484 -0.424 -0.342 -0.164 -0.084 -0.032
  0.116  0.2    0.274  0.454  0.506  0.58   0.728  0.868  0.906]",19,0.5,0.25,0.75,0.75,0.5,0.25,0.864,"[0.04  0.112 0.148 0.187 0.258 0.288 0.329 0.418 0.458 0.484 0.558 0.6
 0.637 0.727 0.753 0.79  0.864 0.934 0.953]"
319,-0.588,[-0.588 -0.042  0.036  0.6    0.654],5,0.5,0.25,0.75,0.75,0.5,0.5,0.20600000000000002,[0.206 0.479 0.518 0.8   0.827]
320,0.728,"[-0.92  -0.776 -0.704 -0.626 -0.484 -0.424 -0.342 -0.164 -0.084 -0.032
  0.116  0.2    0.274  0.454  0.504  0.58   0.728  0.868  0.906]",19,0.5,0.25,0.75,0.75,0.5,0.75,0.864,"[0.04  0.112 0.148 0.187 0.258 0.288 0.329 0.418 0.458 0.484 0.558 0.6
 0.637 0.727 0.752 0.79  0.864 0.934 0.953]"
321,-0.706,"[-0.922 -0.778 -0.706 -0.628 -0.49  -0.42  -0.344 -0.176 -0.088 -0.03
  0.118  0.196  0.268  0.454  0.508  0.578  0.742  0.86   0.902]",19,0.5,0.25,0.75,0.75,0.75,0.25,0.14700000000000002,"[0.039 0.111 0.147 0.186 0.255 0.29  0.328 0.412 0.456 0.485 0.559 0.598
 0.634 0.727 0.754 0.789 0.871 0.93  0.951]"
322,-0.572,[-0.572 -0.052  0.036  0.6    0.658],5,0.5,0.25,0.75,0.75,0.75,0.5,0.21400000000000002,[0.214 0.474 0.518 0.8   0.829]
323,0.732,"[-0.932 -0.784 -0.7   -0.632 -0.502 -0.42  -0.166 -0.108 -0.082 -0.028
  0.118  0.202  0.256  0.454  0.51   0.57   0.732  0.852  0.892]",19,0.5,0.25,0.75,0.75,0.75,0.75,0.866,"[0.034 0.108 0.15  0.184 0.249 0.29  0.417 0.446 0.459 0.486 0.559 0.601
 0.628 0.727 0.755 0.785 0.866 0.926 0.946]"
324,-0.612,[-0.922 -0.612 -0.332  0.06   0.818],5,0.5,0.5,0.25,0.25,0.25,0.25,0.194,[0.039 0.194 0.334 0.53  0.909]
325,-0.426,[-0.426],1,0.5,0.5,0.25,0.25,0.25,0.5,0.28700000000000003,[0.287]
326,-0.632,[-0.938 -0.632 -0.346  0.044  0.804],5,0.5,0.5,0.25,0.25,0.25,0.75,0.184,[0.031 0.184 0.327 0.522 0.902]
327,-0.634,[-0.94  -0.634 -0.346  0.046  0.8  ],5,0.5,0.5,0.25,0.25,0.5,0.25,0.183,[0.03  0.183 0.327 0.523 0.9  ]
328,-0.412,[-0.412],1,0.5,0.5,0.25,0.25,0.5,0.5,0.29400000000000004,[0.294]
329,-0.634,[-0.94  -0.634 -0.346  0.046  0.8  ],5,0.5,0.5,0.25,0.25,0.5,0.75,0.183,[0.03  0.183 0.327 0.523 0.9  ]
330,-0.632,[-0.94  -0.632 -0.348  0.044  0.8  ],5,0.5,0.5,0.25,0.25,0.75,0.25,0.184,[0.03  0.184 0.326 0.522 0.9  ]
331,-0.428,[-0.428],1,0.5,0.5,0.25,0.25,0.75,0.5,0.28600000000000003,[0.286]
332,-0.612,[-0.922 -0.612 -0.33   0.06   0.818],5,0.5,0.5,0.25,0.25,0.75,0.75,0.194,[0.039 0.194 0.335 0.53  0.909]
333,-0.81,[-0.886 -0.81  -0.732 -0.694 -0.666 -0.442 -0.03   0.384],8,0.5,0.5,0.25,0.5,0.25,0.25,0.09499999999999997,[0.057 0.095 0.134 0.153 0.167 0.279 0.485 0.692]
334,0.462,[0.462],1,0.5,0.5,0.25,0.5,0.25,0.5,0.731,[0.731]
335,-0.756,[-0.756],1,0.5,0.5,0.25,0.5,0.25,0.75,0.122,[0.122]
336,-0.758,[-0.758],1,0.5,0.5,0.25,0.5,0.5,0.25,0.121,[0.121]
337,0.51,[0.348 0.446 0.51 ],3,0.5,0.5,0.25,0.5,0.5,0.5,0.755,[0.674 0.723 0.755]
338,-0.758,[-0.758],1,0.5,0.5,0.25,0.5,0.5,0.75,0.121,[0.121]
339,-0.756,[-0.756],1,0.5,0.5,0.25,0.5,0.75,0.25,0.122,[0.122]
340,0.462,[0.462],1,0.5,0.5,0.25,0.5,0.75,0.5,0.731,[0.731]
341,-0.812,[-0.884 -0.812 -0.744 -0.722 -0.69  -0.662 -0.442 -0.03  -0.008  0.384],10,0.5,0.5,0.25,0.5,0.75,0.75,0.09399999999999997,[0.058 0.094 0.128 0.139 0.155 0.169 0.279 0.485 0.496 0.692]
342,-0.632,[-0.94  -0.632 -0.35   0.044  0.802],5,0.5,0.5,0.25,0.75,0.25,0.25,0.184,[0.03  0.184 0.325 0.522 0.901]
343,-0.422,[-0.422],1,0.5,0.5,0.25,0.75,0.25,0.5,0.28900000000000003,[0.289]
344,-0.63,[-0.938 -0.63  -0.352  0.046  0.804],5,0.5,0.5,0.25,0.75,0.25,0.75,0.185,[0.031 0.185 0.324 0.523 0.902]
345,-0.63,[-0.938 -0.63  -0.35   0.058  0.804],5,0.5,0.5,0.25,0.75,0.5,0.25,0.185,[0.031 0.185 0.325 0.529 0.902]
346,-0.426,[-0.426],1,0.5,0.5,0.25,0.75,0.5,0.5,0.28700000000000003,[0.287]
347,-0.63,[-0.938 -0.63  -0.35   0.058  0.804],5,0.5,0.5,0.25,0.75,0.5,0.75,0.185,[0.031 0.185 0.325 0.529 0.902]
348,-0.63,[-0.938 -0.63  -0.352  0.046  0.804],5,0.5,0.5,0.25,0.75,0.75,0.25,0.185,[0.031 0.185 0.324 0.523 0.902]
349,-0.422,[-0.422],1,0.5,0.5,0.25,0.75,0.75,0.5,0.28900000000000003,[0.289]
350,-0.632,[-0.94  -0.632 -0.35   0.044  0.802],5,0.5,0.5,0.25,0.75,0.75,0.75,0.184,[0.03  0.184 0.325 0.522 0.901]
351,-0.632,[-0.938 -0.632 -0.35   0.042  0.794],5,0.5,0.5,0.5,0.25,0.25,0.25,0.184,[0.031 0.184 0.325 0.521 0.897]
352,-0.424,[-0.424],1,0.5,0.5,0.5,0.25,0.25,0.5,0.28800000000000003,[0.288]
353,-0.63,[-0.938 -0.63  -0.342  0.044  0.802],5,0.5,0.5,0.5,0.25,0.25,0.75,0.185,[0.031 0.185 0.329 0.522 0.901]
354,-0.63,[-0.938 -0.63  -0.414 -0.336  0.046  0.802],6,0.5,0.5,0.5,0.25,0.5,0.25,0.185,[0.031 0.185 0.293 0.332 0.523 0.901]
