,,Energy,Intensity
spectrum164,17,0.578,4.36332701
spectrum164,18,0.728,8.44868851
spectrum164,19,0.812,2.43062653
spectrum164,20,0.866,4.19824581
spectrum164,21,0.91,2.68362067
spectrum165,0,-0.928,1.988907
spectrum165,1,-0.878,1.28697177
spectrum165,2,-0.776,5.0185794
spectrum165,3,-0.698,7.10681583
spectrum165,4,-0.638,3.88366895
spectrum165,5,-0.48,5.78603957
spectrum165,6,-0.424,7.11394727
spectrum165,7,-0.266,1.31282845
spectrum165,8,-0.168,5.68010096
spectrum165,9,-0.084,4.72604528
spectrum165,10,-0.032,3.88564788
spectrum165,11,0.116,6.12255464
spectrum165,12,0.202,4.12444236
spectrum165,13,0.274,3.13925956
spectrum165,14,0.456,5.93141
spectrum165,15,0.508,4.00457211
spectrum165,16,0.584,5.1531437
spectrum165,17,0.73,8.00915967
spectrum165,18,0.808,2.49591601
spectrum165,19,0.868,3.35129505
spectrum165,20,0.91,2.63854951
spectrum166,0,-0.694,3.64536411
spectrum166,1,-0.578,23.530835699999997
spectrum166,2,-0.274,2.73993299
spectrum166,3,-0.044,11.369052900000002
spectrum166,4,0.034,14.7745019
spectrum166,5,0.6,11.0684782
spectrum166,6,0.656,14.8175634
spectrum167,0,-0.928,1.98882517
spectrum167,1,-0.878,1.28575265
spectrum167,2,-0.774,5.01930155
spectrum167,3,-0.698,7.1065404
spectrum167,4,-0.638,3.88287242
spectrum167,5,-0.48,5.78547517
spectrum167,6,-0.424,7.11544178
spectrum167,7,-0.266,1.31287143
spectrum167,8,-0.168,5.67699231
spectrum167,9,-0.084,4.72473281
spectrum167,10,-0.032,3.88521867
spectrum167,11,0.116,6.12402642
spectrum167,12,0.202,4.12290761
spectrum167,13,0.274,3.13815132
spectrum167,14,0.456,5.93288806
spectrum167,15,0.508,4.0054733
spectrum167,16,0.584,5.15139948
spectrum167,17,0.73,8.00733377
spectrum167,18,0.808,2.49589909
spectrum167,19,0.868,3.35228915
spectrum167,20,0.91,2.63832642
spectrum168,0,-0.928,1.8879988
spectrum168,1,-0.774,5.074301
spectrum168,2,-0.714,7.34715176
spectrum168,3,-0.628,3.55975425
spectrum168,4,-0.484,6.77289709
spectrum168,5,-0.424,6.87395315
spectrum168,6,-0.166,5.68836382
spectrum168,7,-0.084,4.6553416
spectrum168,8,-0.032,3.83725899
spectrum168,9,0.116,6.15530991
spectrum168,10,0.202,4.14707989
spectrum168,11,0.272,3.16893401
spectrum168,12,0.326,1.56479512
spectrum168,13,0.456,6.00371962
spectrum168,14,0.504,3.950354
spectrum168,15,0.578,4.36966681
spectrum168,16,0.728,8.43337207
spectrum168,17,0.814,2.43377709
spectrum168,18,0.864,4.18957683
spectrum168,19,0.908,2.68110416
spectrum169,0,-0.694,3.87067131
spectrum169,1,-0.584,22.9544826
spectrum169,2,-0.274,2.72235705
spectrum169,3,-0.042,11.5891194
spectrum169,4,0.034,14.9294391
spectrum169,5,0.598,11.1791159
spectrum169,6,0.656,14.862943900000001
spectrum170,0,-0.93,1.93371789
spectrum170,1,-0.878,1.25500367
spectrum170,2,-0.776,5.07317805
spectrum170,3,-0.702,6.96050812
spectrum170,4,-0.63,3.67985073
spectrum170,5,-0.492,6.14326332
spectrum170,6,-0.422,6.80542803
spectrum170,7,-0.344,2.03998311
spectrum170,8,-0.264,1.30166181
spectrum170,9,-0.166,5.73179234
spectrum170,10,-0.084,4.43862584
spectrum170,11,-0.03,3.79663102
spectrum170,12,0.118,6.17979068
spectrum170,13,0.202,4.09747091
spectrum170,14,0.27,3.1330846
spectrum170,15,0.454,5.94500527
spectrum170,16,0.508,4.00829186
spectrum170,17,0.582,5.01689313
spectrum170,18,0.732,8.54678618
spectrum170,19,0.814,2.63928886
spectrum170,20,0.86,4.19247779
spectrum171,0,-0.626,4.16685702
spectrum171,1,-0.318,4.38053129
spectrum171,2,-0.134,12.0867671
spectrum171,3,-0.036,4.69274135
spectrum171,4,0.176,24.995459699999998
spectrum171,5,0.358,3.0954793
spectrum171,6,0.46,24.8172932
spectrum171,7,0.808,15.4947611
spectrum171,8,0.848,12.6390141
spectrum172,0,-0.83,15.8725343
spectrum172,1,0.926,53.015804
spectrum173,0,-0.616,4.21384801
spectrum173,1,-0.318,4.33414145
spectrum173,2,-0.128,13.596557500000001
spectrum173,3,-0.038,4.95685302
spectrum173,4,0.182,27.216086199999996
spectrum173,5,0.356,3.29536956
spectrum173,6,0.468,27.446904600000003
spectrum173,7,0.81,14.772662099999998
spectrum173,8,0.854,13.674887699999998
spectrum174,0,-0.618,4.18365336
spectrum174,1,-0.32,4.26924635
spectrum174,2,-0.13,13.3943509
spectrum174,3,-0.04,4.90102777
spectrum174,4,0.012,2.84844875
spectrum174,5,0.184,26.333734399999997
spectrum174,6,0.354,3.43740255
spectrum174,7,0.466,27.5685916
spectrum174,8,0.81,14.807009599999999
spectrum174,9,0.854,13.6841122
spectrum175,0,-0.828,15.366273000000001
spectrum175,1,0.924,58.0523149
spectrum176,0,-0.618,4.18575649
spectrum176,1,-0.32,4.26845465
spectrum176,2,-0.13,13.3943797
spectrum176,3,-0.038,4.90127015
spectrum176,4,0.012,2.84861863
spectrum176,5,0.184,26.334080600000004
spectrum176,6,0.354,3.43761328
spectrum176,7,0.466,27.568175800000002
spectrum176,8,0.81,14.807067300000002
spectrum176,9,0.854,13.684412400000001
spectrum177,0,-0.616,4.21384713
spectrum177,1,-0.318,4.33414316
spectrum177,2,-0.128,13.596559099999999
spectrum177,3,-0.038,4.95685191
spectrum177,4,0.182,27.2160892
spectrum177,5,0.356,3.2953703
spectrum177,6,0.468,27.446882399999996
spectrum177,7,0.81,14.772630300000001
spectrum177,8,0.854,13.6748821
spectrum178,0,-0.83,15.872144400000002
spectrum178,1,0.926,53.0159551
spectrum179,0,-0.626,4.16429835
spectrum179,1,-0.318,4.38025986
spectrum179,2,-0.134,12.0852543
spectrum179,3,-0.036,4.69416161
spectrum179,4,0.176,24.9938717
spectrum179,5,0.358,3.09504443
spectrum179,6,0.46,24.8188207
spectrum179,7,0.808,15.4946451
spectrum179,8,0.848,12.639420300000001
spectrum180,0,-0.876,1.24289965
spectrum180,1,-0.774,5.15353301
spectrum180,2,-0.706,7.01082417
spectrum180,3,-0.63,3.6832679
spectrum180,4,-0.488,6.25630145
spectrum180,5,-0.424,6.83694817
spectrum180,6,-0.34,2.00642111
spectrum180,7,-0.266,1.2767048
spectrum180,8,-0.164,5.71751174
spectrum180,9,-0.084,4.5702007
spectrum180,10,-0.032,3.78048369
spectrum180,11,0.118,6.24936763
spectrum180,12,0.202,4.14621457
spectrum180,13,0.274,3.1832375
spectrum180,14,0.456,5.9436919
spectrum180,15,0.51,4.05577314
spectrum180,16,0.586,5.17027957
spectrum180,17,0.732,8.40100729
spectrum180,18,0.81,2.56101215
spectrum180,19,0.864,4.21344539
spectrum181,0,-0.69,3.96648087
spectrum181,1,-0.582,23.2287393
spectrum181,2,-0.28,2.66450288
spectrum181,3,-0.046,11.215945699999999
spectrum181,4,0.032,15.068494400000002
spectrum181,5,0.6,11.062795199999998
spectrum181,6,0.66,14.7552215
spectrum182,0,-0.876,1.25309322
spectrum182,1,-0.774,5.1244121
spectrum182,2,-0.704,6.81990207
spectrum182,3,-0.628,3.65028496
spectrum182,4,-0.488,6.49979441
spectrum182,5,-0.424,6.81307352
spectrum182,6,-0.34,1.99685486
spectrum182,7,-0.262,1.29130435
spectrum182,8,-0.17,5.78618436
spectrum182,9,-0.084,4.4562087
spectrum182,10,-0.032,3.81788103
spectrum182,11,0.116,6.18249067
spectrum182,12,0.2,4.09964759
spectrum182,13,0.272,3.1398079
spectrum182,14,0.456,5.93737594
spectrum182,15,0.506,3.99048165
spectrum182,16,0.586,5.1138861
spectrum182,17,0.73,8.18599366
spectrum182,18,0.81,2.56045375
spectrum182,19,0.864,4.19686026
spectrum182,20,0.91,2.50295641
spectrum183,0,-0.932,1.92646817
spectrum183,1,-0.872,1.2311647
spectrum183,2,-0.774,5.14389342
spectrum183,3,-0.706,7.10354909
spectrum183,4,-0.632,3.65796913
spectrum183,5,-0.488,6.60509176
spectrum183,6,-0.424,6.84005582
spectrum183,7,-0.336,2.05320886
spectrum183,8,-0.29,2.51572443
spectrum183,9,-0.182,3.0005456
spectrum183,10,-0.098,4.84234129
spectrum183,11,-0.088,4.8474196
spectrum183,12,-0.032,3.9292222
spectrum183,13,0.118,6.20975464
spectrum183,14,0.2,4.14882597
spectrum183,15,0.276,3.12802789
spectrum183,16,0.456,5.92998568
spectrum183,17,0.506,4.00386091
spectrum183,18,0.586,4.94222858
spectrum183,19,0.73,8.08722198
spectrum183,20,0.81,2.5811453
spectrum183,21,0.864,4.19938538
spectrum183,22,0.908,2.45933819
spectrum184,0,-0.69,3.65594654
spectrum184,1,-0.578,23.737472699999998
spectrum184,2,-0.28,2.72476268
spectrum184,3,-0.046,11.3388856
spectrum184,4,0.032,15.2558286
spectrum184,5,0.6,11.647450599999999
spectrum184,6,0.65,15.051245300000001
spectrum185,0,-0.932,1.92646974
spectrum185,1,-0.872,1.23116393
spectrum185,2,-0.774,5.14389361
spectrum185,3,-0.706,7.103549
spectrum185,4,-0.632,3.65796901
spectrum185,5,-0.488,6.60509133
spectrum185,6,-0.424,6.84005599
spectrum185,7,-0.336,2.05320818
spectrum185,8,-0.29,2.51572363
spectrum185,9,-0.182,3.00054542
spectrum185,10,-0.098,4.84234032
spectrum185,11,-0.088,4.84741858
spectrum185,12,-0.032,3.92922267
spectrum185,13,0.118,6.20975598
spectrum185,14,0.2,4.14882583
spectrum185,15,0.276,3.12802805
spectrum185,16,0.456,5.92998726
spectrum185,17,0.506,4.00386108
spectrum185,18,0.586,4.94222504
spectrum185,19,0.73,8.08721947
spectrum185,20,0.81,2.58114596
spectrum185,21,0.864,4.19938518
spectrum185,22,0.908,2.45933807
spectrum186,0,-0.876,1.25309432
spectrum186,1,-0.774,5.12441179
spectrum186,2,-0.704,6.8199022
spectrum186,3,-0.628,3.65028657
spectrum186,4,-0.488,6.49979451
spectrum186,5,-0.424,6.81307471
spectrum186,6,-0.34,1.99685582
spectrum186,7,-0.262,1.2913048
spectrum186,8,-0.17,5.78618456
spectrum186,9,-0.084,4.45620917
spectrum186,10,-0.032,3.81788038
spectrum186,11,0.116,6.1824909
spectrum186,12,0.2,4.09964762
spectrum186,13,0.272,3.13980743
spectrum186,14,0.456,5.93737624
spectrum186,15,0.506,3.99048267
spectrum186,16,0.586,5.11388687
spectrum186,17,0.73,8.18599619
spectrum186,18,0.81,2.56045343
spectrum186,19,0.864,4.19686214
spectrum186,20,0.91,2.50295535
spectrum187,0,-0.69,3.96649461
spectrum187,1,-0.582,23.2287156
spectrum187,2,-0.28,2.66448575
spectrum187,3,-0.046,11.2159471
spectrum187,4,0.032,15.0684802
spectrum187,5,0.6,11.062793
spectrum187,6,0.66,14.755225199999998
spectrum188,0,-0.876,1.24318141
spectrum188,1,-0.774,5.1528408
spectrum188,2,-0.706,7.01001247
spectrum188,3,-0.63,3.68377498
spectrum188,4,-0.488,6.25640809
spectrum188,5,-0.424,6.8366127
spectrum188,6,-0.34,2.0067449
spectrum188,7,-0.266,1.27649989
spectrum188,8,-0.164,5.71674597
spectrum188,9,-0.084,4.56999945
spectrum188,10,-0.032,3.78090465
spectrum188,11,0.118,6.24831558
spectrum188,12,0.202,4.14633858
spectrum188,13,0.274,3.18336971
spectrum188,14,0.456,5.94302193
spectrum188,15,0.51,4.05617998
spectrum188,16,0.586,5.17002912
spectrum188,17,0.732,8.40209395
spectrum188,18,0.81,2.56068382
spectrum188,19,0.864,4.21327377
spectrum189,0,-0.876,1.24823852
spectrum189,1,-0.774,5.13316129
spectrum189,2,-0.706,7.04179638
spectrum189,3,-0.63,3.66570614
spectrum189,4,-0.488,6.33555385
spectrum189,5,-0.424,6.81243689
spectrum189,6,-0.34,1.98320971
spectrum189,7,-0.266,1.27167307
spectrum189,8,-0.166,5.7186886
spectrum189,9,-0.084,4.5162675
spectrum189,10,-0.032,3.77778899
spectrum189,11,0.116,6.18087259
spectrum189,12,0.202,4.09413954
spectrum189,13,0.276,3.18496846
spectrum189,14,0.456,5.9104417
spectrum189,15,0.508,3.99859795
spectrum189,16,0.586,5.17807261
spectrum189,17,0.732,8.42688442
spectrum189,18,0.81,2.57988894
spectrum189,19,0.864,4.22945732
spectrum189,20,0.906,2.58151631
spectrum190,0,-0.688,6.01451673
spectrum190,1,-0.566,20.582698399999998
spectrum190,2,-0.28,2.76308754
spectrum190,3,-0.048,11.0930676
spectrum190,4,0.032,14.9579087
spectrum190,5,0.598,11.4372689
spectrum190,6,0.656,14.710259599999999
spectrum191,0,-0.932,1.95414587
spectrum191,1,-0.87,1.27832285
spectrum191,2,-0.772,4.97738864
spectrum191,3,-0.704,6.99149189
spectrum191,4,-0.628,3.6809263
spectrum191,5,-0.488,6.42191036
spectrum191,6,-0.424,6.79383434
spectrum191,7,-0.34,1.95317609
spectrum191,8,-0.266,1.2983106
spectrum191,9,-0.178,4.08290935
spectrum191,10,-0.136,4.12348894
spectrum191,11,-0.084,4.76911151
spectrum191,12,-0.034,3.82635741
spectrum191,13,0.116,6.15072765
spectrum191,14,0.202,4.12166125
spectrum191,15,0.274,3.13755893
spectrum191,16,0.456,5.97110862
spectrum191,17,0.506,4.11263404
spectrum191,18,0.592,4.91072981
spectrum191,19,0.73,8.32165954
spectrum191,20,0.81,2.59544813
spectrum191,21,0.864,4.14945164
spectrum191,22,0.912,2.72169194
spectrum192,0,-0.87,1.25279714
spectrum192,1,-0.774,5.13153319
spectrum192,2,-0.706,7.12691171
spectrum192,3,-0.632,3.67648957
spectrum192,4,-0.488,6.60689068
spectrum192,5,-0.424,6.77243285
spectrum192,6,-0.34,1.96059416
spectrum192,7,-0.266,1.28393795
spectrum192,8,-0.168,5.73151854
spectrum192,9,-0.082,4.49802476
spectrum192,10,-0.032,3.82598911
spectrum192,11,0.116,6.17172356
spectrum192,12,0.202,4.15803641
spectrum192,13,0.274,3.12245722
spectrum192,14,0.456,5.93938787
spectrum192,15,0.506,4.01913351
spectrum192,16,0.586,5.11907001
spectrum192,17,0.732,7.94963646
spectrum192,18,0.81,2.56013503
spectrum192,19,0.864,4.17318286
spectrum192,20,0.908,2.44495018
spectrum193,0,-0.69,3.86846347
spectrum193,1,-0.578,23.456755899999997
spectrum193,2,-0.28,2.76172991
spectrum193,3,-0.048,11.208838499999999
spectrum193,4,0.034,14.940334900000002
spectrum193,5,0.6,11.2361791
spectrum193,6,0.656,14.808242499999999
spectrum194,0,-0.87,1.25279715
spectrum194,1,-0.774,5.13153333
spectrum194,2,-0.706,7.12691154
spectrum194,3,-0.632,3.67648973
spectrum194,4,-0.488,6.60689098
spectrum194,5,-0.424,6.77243257
spectrum194,6,-0.34,1.96059396
spectrum194,7,-0.266,1.2839377
spectrum194,8,-0.168,5.73151898
spectrum194,9,-0.082,4.49802496
spectrum194,10,-0.032,3.82598908
spectrum194,11,0.116,6.1717241
spectrum194,12,0.202,4.15803675
spectrum194,13,0.274,3.12245712
spectrum194,14,0.456,5.9393882
spectrum194,15,0.506,4.01913361
spectrum194,16,0.586,5.11906989
spectrum194,17,0.732,7.94963633
spectrum194,18,0.81,2.56013526
spectrum194,19,0.864,4.17318281
spectrum194,20,0.908,2.44495026
spectrum195,0,-0.932,1.95414876
spectrum195,1,-0.87,1.27832924
spectrum195,2,-0.772,4.97738894
spectrum195,3,-0.704,6.99149465
spectrum195,4,-0.628,3.68092556
spectrum195,5,-0.488,6.42192958
spectrum195,6,-0.424,6.79383049
spectrum195,7,-0.34,1.95317517
spectrum195,8,-0.266,1.29831501
spectrum195,9,-0.178,4.0829024
spectrum195,10,-0.136,4.12349223
spectrum195,11,-0.084,4.76911196
spectrum195,12,-0.034,3.82635856
spectrum195,13,0.116,6.15072436
spectrum195,14,0.202,4.12166749
spectrum195,15,0.274,3.13756023
spectrum195,16,0.456,5.97110652
spectrum195,17,0.506,4.11263374
spectrum195,18,0.592,4.91072901
spectrum195,19,0.73,8.32166029
spectrum195,20,0.81,2.59544883
spectrum195,21,0.864,4.14944908
spectrum195,22,0.912,2.7216931
spectrum196,0,-0.688,6.01449737
spectrum196,1,-0.566,20.5826992
spectrum196,2,-0.28,2.76309308
spectrum196,3,-0.048,11.0930888
spectrum196,4,0.032,14.9577062
spectrum196,5,0.598,11.437262599999999
spectrum196,6,0.656,14.710250400000001
spectrum197,0,-0.876,1.24802313
spectrum197,1,-0.774,5.13343845
spectrum197,2,-0.706,7.0419149
spectrum197,3,-0.63,3.6655061
spectrum197,4,-0.488,6.3350257
spectrum197,5,-0.424,6.8126468
spectrum197,6,-0.34,1.98312736
spectrum197,7,-0.266,1.27127352
spectrum197,8,-0.166,5.71885259
spectrum197,9,-0.084,4.51658827
spectrum197,10,-0.032,3.77772744
spectrum197,11,0.116,6.18090413
spectrum197,12,0.202,4.09425792
spectrum197,13,0.276,3.18545295
spectrum197,14,0.456,5.91036141
spectrum197,15,0.508,3.99876712
spectrum197,16,0.586,5.17820634
spectrum197,17,0.732,8.42657286
spectrum197,18,0.81,2.57926726
spectrum197,19,0.864,4.22927636
spectrum197,20,0.906,2.58148537
spectrum198,0,-0.616,4.07898338
spectrum198,1,-0.318,4.31856926
spectrum198,2,-0.124,13.5737155
spectrum198,3,-0.036,4.94919432
spectrum198,4,0.01,2.75070993
spectrum198,5,0.186,27.229097200000002
spectrum198,6,0.358,3.28329086
spectrum198,7,0.468,27.5050315
spectrum198,8,0.808,14.467212
spectrum198,9,0.858,13.3731391
spectrum199,0,-0.832,15.2003269
spectrum199,1,0.924,57.8898797
spectrum200,0,-0.616,4.36124586
spectrum200,1,-0.314,4.11208151
spectrum200,2,-0.126,13.733789300000002
spectrum200,3,-0.034,4.75522535
spectrum200,4,0.176,27.154674600000003
spectrum200,5,0.36,3.30550789
spectrum200,6,0.466,27.5557974
spectrum200,7,0.81,14.6853421
spectrum200,8,0.854,13.6723647
spectrum201,0,-0.616,4.43724597
spectrum201,1,-0.316,4.27396167
spectrum201,2,-0.128,13.456308300000002
spectrum201,3,-0.036,4.76521788
spectrum201,4,0.192,27.008496500000003
spectrum201,5,0.36,3.37130308
spectrum201,6,0.466,27.5255103
spectrum201,7,0.808,14.6007702
spectrum201,8,0.854,13.550514000000002
spectrum202,0,-0.832,16.040976
spectrum202,1,0.924,57.81721070000001
spectrum203,0,-0.616,4.43656994
spectrum203,1,-0.316,4.28355246
spectrum203,2,-0.128,13.4567357
spectrum203,3,-0.036,4.77430701
spectrum203,4,0.192,27.008479600000005
spectrum203,5,0.36,3.37476967
spectrum203,6,0.466,27.519439600000002
spectrum203,7,0.808,14.604370699999999
spectrum203,8,0.854,13.5458923
spectrum204,0,-0.616,4.35150696
spectrum204,1,-0.314,4.11281555
spectrum204,2,-0.126,13.7280118
spectrum204,3,-0.034,4.75658543
spectrum204,4,0.176,27.1550386
spectrum204,5,0.36,3.30373455
spectrum204,6,0.466,27.554181699999997
spectrum204,7,0.81,14.685074100000001
spectrum204,8,0.854,13.673384200000001
spectrum205,0,-0.832,15.2026573
spectrum205,1,0.924,57.884426100000006
spectrum206,0,-0.616,4.07958431
spectrum206,1,-0.318,4.31871858
spectrum206,2,-0.124,13.578640799999999
spectrum206,3,-0.036,4.95217265
spectrum206,4,0.186,27.2219283
spectrum206,5,0.358,3.28599075
spectrum206,6,0.468,27.526795899999996
spectrum206,7,0.81,14.475520499999998
spectrum206,8,0.858,13.361640300000001
spectrum207,0,-0.876,1.24802154
spectrum207,1,-0.774,5.13327332
spectrum207,2,-0.706,7.04180721
spectrum207,3,-0.63,3.6655799
spectrum207,4,-0.488,6.33521721
spectrum207,5,-0.424,6.81244452
spectrum207,6,-0.34,1.98313069
spectrum207,7,-0.266,1.27126712
spectrum207,8,-0.166,5.71854903
spectrum207,9,-0.084,4.51669718
spectrum207,10,-0.032,3.77778471
spectrum207,11,0.116,6.18070522
spectrum207,12,0.202,4.09430552
spectrum207,13,0.276,3.18556901
spectrum207,14,0.456,5.91028298
spectrum207,15,0.508,3.99871083
spectrum207,16,0.586,5.17818382
spectrum207,17,0.732,8.42660295
spectrum207,18,0.81,2.57916789
spectrum207,19,0.864,4.2293598
spectrum207,20,0.906,2.58146347
spectrum208,0,-0.688,6.01450536
spectrum208,1,-0.566,20.582698899999997
spectrum208,2,-0.28,2.76309837
spectrum208,3,-0.048,11.0931384
spectrum208,4,0.032,14.958276500000002
spectrum208,5,0.598,11.437273
spectrum208,6,0.656,14.7102533
spectrum209,0,-0.932,1.95414691
spectrum209,1,-0.87,1.27833086
spectrum209,2,-0.772,4.9773874
spectrum209,3,-0.704,6.99149471
spectrum209,4,-0.628,3.68092531
spectrum209,5,-0.488,6.42192999
spectrum209,6,-0.424,6.79382913
spectrum209,7,-0.34,1.9531731
spectrum209,8,-0.266,1.29831144
spectrum209,9,-0.178,4.08290021
spectrum209,10,-0.136,4.12349338
spectrum209,11,-0.084,4.76911326
spectrum209,12,-0.034,3.82635937
spectrum209,13,0.116,6.15072383
spectrum209,14,0.202,4.12166825
spectrum209,15,0.274,3.13756041
spectrum209,16,0.456,5.97110656
spectrum209,17,0.506,4.11263373
spectrum209,18,0.592,4.91072932
spectrum209,19,0.73,8.3216608
spectrum209,20,0.81,2.59544818
spectrum209,21,0.864,4.14944916
spectrum209,22,0.912,2.72169317
spectrum210,0,-0.87,1.25279714
spectrum210,1,-0.774,5.13153329
spectrum210,2,-0.706,7.1269116
spectrum210,3,-0.632,3.67648969
spectrum210,4,-0.488,6.6068909
spectrum210,5,-0.424,6.77243266
spectrum210,6,-0.34,1.96059402
spectrum210,7,-0.266,1.28393778
spectrum210,8,-0.168,5.73151883
spectrum210,9,-0.082,4.49802489
spectrum210,10,-0.032,3.82598908
spectrum210,11,0.116,6.17172391
spectrum210,12,0.202,4.15803664
spectrum210,13,0.274,3.12245718
spectrum210,14,0.456,5.93938814
spectrum210,15,0.506,4.0191336
spectrum210,16,0.586,5.11906991
spectrum210,17,0.732,7.94963637
spectrum210,18,0.81,2.56013521
spectrum210,19,0.864,4.17318286
spectrum210,20,0.908,2.44495021
spectrum211,0,-0.69,3.86854776
spectrum211,1,-0.578,23.4547403
spectrum211,2,-0.28,2.7621685
spectrum211,3,-0.048,11.2117825
spectrum211,4,0.034,14.934251500000002
spectrum211,5,0.6,11.251994900000001
spectrum211,6,0.656,14.8116799
spectrum212,0,-0.87,1.25279714
spectrum212,1,-0.774,5.13153318
spectrum212,2,-0.706,7.12691172
spectrum212,3,-0.632,3.67648956
spectrum212,4,-0.488,6.60689067
spectrum212,5,-0.424,6.77243286
spectrum212,6,-0.34,1.96059417
spectrum212,7,-0.266,1.28393796
spectrum212,8,-0.168,5.73151852
spectrum212,9,-0.082,4.49802476
spectrum212,10,-0.032,3.82598911
spectrum212,11,0.116,6.17172354
spectrum212,12,0.202,4.1580364
spectrum212,13,0.274,3.12245723
spectrum212,14,0.456,5.93938785
spectrum212,15,0.506,4.0191335
spectrum212,16,0.586,5.11907002
spectrum212,17,0.732,7.94963646
spectrum212,18,0.81,2.56013501
spectrum212,19,0.864,4.17318286
spectrum212,20,0.908,2.44495018
spectrum213,0,-0.932,1.95414713
spectrum213,1,-0.87,1.27833101
spectrum213,2,-0.772,4.97738747
spectrum213,3,-0.704,6.9914947
spectrum213,4,-0.628,3.6809254
spectrum213,5,-0.488,6.42193065
spectrum213,6,-0.424,6.79382928
spectrum213,7,-0.34,1.95317327
spectrum213,8,-0.266,1.29831232
spectrum213,9,-0.178,4.08290002
spectrum213,10,-0.136,4.12349315
spectrum213,11,-0.084,4.76911304
spectrum213,12,-0.034,3.82635921
spectrum213,13,0.116,6.15072351
spectrum213,14,0.202,4.12166856
spectrum213,15,0.274,3.13756019
spectrum213,16,0.456,5.97110649
spectrum213,17,0.506,4.11263366
spectrum213,18,0.592,4.91072942
spectrum213,19,0.73,8.32166085
spectrum213,20,0.81,2.59544811
spectrum213,21,0.864,4.14944922
spectrum213,22,0.912,2.721693
spectrum214,0,-0.688,6.01450811
spectrum214,1,-0.566,20.5826981
spectrum214,2,-0.28,2.76309796
spectrum214,3,-0.048,11.0931259
spectrum214,4,0.032,14.957944699999999
spectrum214,5,0.598,11.4372693
spectrum214,6,0.656,14.7102522
spectrum215,0,-0.932,1.94683546
spectrum215,1,-0.876,1.2481487
spectrum215,2,-0.774,5.13321576
spectrum215,3,-0.706,7.04205975
spectrum215,4,-0.63,3.66551389
spectrum215,5,-0.488,6.33537437
spectrum215,6,-0.424,6.81262497
spectrum215,7,-0.34,1.98306479
spectrum215,8,-0.266,1.27173084
spectrum215,9,-0.166,5.71893041
spectrum215,10,-0.084,4.5162065
spectrum215,11,-0.032,3.77755861
spectrum215,12,0.116,6.18117733
spectrum215,13,0.202,4.09424367
spectrum215,14,0.276,3.18478547
spectrum215,15,0.456,5.91043146
spectrum215,16,0.508,3.99877454
spectrum215,17,0.586,5.1779188
spectrum215,18,0.732,8.42651485
spectrum215,19,0.81,2.58008721
spectrum215,20,0.864,4.22943614
spectrum215,21,0.906,2.58161642
spectrum216,0,-0.876,1.2435769
spectrum216,1,-0.774,5.15314628
spectrum216,2,-0.706,7.00897412
spectrum216,3,-0.63,3.68512799
spectrum216,4,-0.488,6.25626964
spectrum216,5,-0.424,6.83430154
spectrum216,6,-0.34,2.00581287
spectrum216,7,-0.266,1.27631156
spectrum216,8,-0.164,5.71561488
spectrum216,9,-0.084,4.57045614
spectrum216,10,-0.032,3.7818939
spectrum216,11,0.12,6.25216332
spectrum216,12,0.202,4.14523142
spectrum216,13,0.274,3.18303497
spectrum216,14,0.456,5.94241862
spectrum216,15,0.51,4.05778689
spectrum216,16,0.586,5.16927478
spectrum216,17,0.732,8.39430716
spectrum216,18,0.81,2.56176523
spectrum216,19,0.864,4.21417109
spectrum217,0,-0.69,3.96648335
spectrum217,1,-0.582,23.228714899999996
spectrum217,2,-0.28,2.66448941
spectrum217,3,-0.046,11.215952699999999
spectrum217,4,0.032,15.068482099999999
spectrum217,5,0.6,11.062792199999999
spectrum217,6,0.66,14.755228200000001
spectrum218,0,-0.876,1.25309386
spectrum218,1,-0.774,5.12441103
spectrum218,2,-0.704,6.81990286
spectrum218,3,-0.628,3.65028654
spectrum218,4,-0.488,6.49979483
spectrum218,5,-0.424,6.81307325
spectrum218,6,-0.34,1.99685457
spectrum218,7,-0.262,1.29130539
spectrum218,8,-0.17,5.78618434
spectrum218,9,-0.084,4.45620834
spectrum218,10,-0.032,3.81788128
spectrum218,11,0.116,6.18249104
spectrum218,12,0.2,4.09964776
spectrum218,13,0.272,3.13980784
spectrum218,14,0.456,5.93737483
spectrum218,15,0.506,3.99048157
spectrum218,16,0.586,5.11388561
spectrum218,17,0.73,8.18599377
spectrum218,18,0.81,2.56045495
spectrum218,19,0.864,4.1968601
spectrum218,20,0.91,2.50295748
spectrum219,0,-0.932,1.92646735
spectrum219,1,-0.872,1.23116465
spectrum219,2,-0.774,5.1438936
spectrum219,3,-0.706,7.10354915
spectrum219,4,-0.632,3.65796964
spectrum219,5,-0.488,6.60509095
spectrum219,6,-0.424,6.84005567
spectrum219,7,-0.336,2.05320933
spectrum219,8,-0.29,2.51572322
spectrum219,9,-0.182,3.00054786
spectrum219,10,-0.098,4.84234339
spectrum219,11,-0.088,4.84742211
spectrum219,12,-0.032,3.92922114
spectrum219,13,0.118,6.20975524
spectrum219,14,0.2,4.14882731
spectrum219,15,0.276,3.12802765
spectrum219,16,0.456,5.92998476
spectrum219,17,0.506,4.00386167
spectrum219,18,0.586,4.94223077
spectrum219,19,0.73,8.08722191
spectrum219,20,0.81,2.58114581
spectrum219,21,0.864,4.19938538
spectrum219,22,0.908,2.45933878
